723.086,54.302,379.545,-167.291,-80.048,-8.599,0
730.100,72.261,345.694,-167.375,-76.904,-7.293,0
735.083,90.800,310.952,-167.492,-73.691,-5.964,0
737.850,109.369,276.195,-167.630,-70.481,-4.654,0
738.423,127.829,241.500,-167.792,-67.272,-3.361,0
736.815,146.175,206.694,-167.988,-64.043,-2.067,0
733.049,164.151,172.148,-168.207,-60.819,-0.792,0
727.335,181.233,138.696,-168.447,-57.670,0.436,0
719.535,197.959,105.147,-168.722,-54.479,1.670,0
709.706,214.064,71.832,-169.027,-51.267,2.895,0
697.991,229.299,39.120,-169.361,-48.063,4.100,0
684.788,243.265,7.776,-169.720,-44.938,5.261,0
669.596,256.500,-23.542,-170.118,-41.748,6.428,0
652.790,268.577,-54.057,-170.550,-38.564,7.573,0
634.782,279.267,-83.232,-171.011,-35.439,8.680,0
615.129,288.809,-111.902,-171.514,-32.277,9.778,0
594.540,296.878,-139.139,-172.047,-29.172,10.833,0
572.501,303.646,-165.726,-172.630,-26.029,11.882,0
549.641,308.913,-190.971,-173.249,-22.925,12.890,0
525.744,312.712,-215.211,-173.919,-19.810,13.874,0
501.472,314.963,-237.871,-174.625,-16.756,14.813,0
476.421,315.713,-259.436,-175.387,-13.694,15.722,0
450.526,314.917,-279.968,-176.214,-10.606,16.605,0
424.692,312.598,-298.828,-177.085,-7.583,17.432,0
398.848,308.810,-316.177,-178.011,-4.602,18.209,0
372.555,303.483,-332.350,-179.015,-1.600,18.947,0
361.073,300.693,-338.943,-179.476,-0.295,19.253,0
362.639,302.177,-332.124,-179.437,-0.283,19.255,0
365.315,304.713,-319.433,-179.373,-0.259,19.262,0
367.712,306.982,-306.722,-179.316,-0.240,19.270,0
369.880,309.032,-293.622,-179.264,-0.222,19.278,0
371.733,310.782,-280.634,-179.221,-0.206,19.289,0
373.323,312.282,-267.472,-179.184,-0.194,19.297,0
374.609,313.492,-254.438,-179.155,-0.184,19.307,0
375.620,314.441,-241.261,-179.132,-0.175,19.317,0
376.342,315.114,-228.338,-179.117,-0.170,19.326,0
376.801,315.539,-214.795,-179.108,-0.166,19.333,0
376.961,315.682,-201.630,-179.107,-0.164,19.341,0
376.845,315.565,-188.352,-179.111,-0.166,19.344,0
376.431,315.166,-174.990,-179.122,-0.170,19.349,0
375.747,314.514,-161.940,-179.140,-0.175,19.348,0
374.776,313.589,-148.719,-179.164,-0.184,19.347,0
373.538,312.417,-135.736,-179.194,-0.194,19.342,0
371.959,310.925,-122.310,-179.231,-0.208,19.335,0
370.156,309.226,-109.440,-179.273,-0.222,19.323,0
368.045,307.238,-96.451,-179.321,-0.238,19.310,0
365.641,304.976,-83.443,-179.375,-0.259,19.291,0
362.947,302.450,-70.539,-179.434,-0.280,19.270,0
361.071,300.691,-62.320,-179.476,-0.295,19.253,0
364.156,296.667,-62.320,-179.479,-0.294,19.252,0
373.679,283.668,-62.315,-179.492,-0.294,19.254,0
382.931,270.076,-62.301,-179.504,-0.292,19.253,0
391.559,256.390,-62.303,-179.515,-0.289,19.254,0
399.823,242.221,-62.290,-179.526,-0.286,19.253,0
407.510,227.895,-62.292,-179.535,-0.283,19.252,0
414.747,213.226,-62.284,-179.544,-0.280,19.254,0
421.352,198.539,-62.282,-179.553,-0.276,19.254,0
427.489,183.547,-62.275,-179.560,-0.273,19.253,0
433.057,168.480,-62.269,-179.566,-0.270,19.254,0
438.121,153.134,-62.268,-179.571,-0.264,19.254,0
442.679,137.520,-62.262,-179.576,-0.261,19.253,0
446.616,122.014,-62.267,-179.580,-0.255,19.255,0
450.045,106.282,-62.262,-179.583,-0.252,19.254,0
452.881,90.692,-62.262,-179.586,-0.248,19.254,0
455.173,75.036,-62.258,-179.587,-0.244,19.255,0
456.968,58.969,-62.254,-179.588,-0.241,19.254,0
458.185,42.868,-62.255,-179.588,-0.237,19.253,0
458.841,27.000,-62.252,-179.588,-0.235,19.255,0
458.943,11.008,-62.254,-179.586,-0.232,19.253,0
458.477,-4.954,-62.257,-179.585,-0.229,19.254,0
457.493,-20.631,-62.254,-179.582,-0.228,19.255,0
455.926,-36.597,-62.253,-179.579,-0.227,19.255,0
453.829,-52.248,-62.261,-179.575,-0.225,19.253,0
451.185,-67.914,-62.260,-179.571,-0.225,19.255,0
448.028,-83.347,-62.259,-179.566,-0.226,19.254,0
444.273,-98.873,-62.264,-179.561,-0.226,19.253,0
439.989,-114.231,-62.270,-179.555,-0.228,19.255,0
435.283,-129.075,-62.270,-179.548,-0.230,19.254,0
430.089,-143.736,-62.270,-179.542,-0.234,19.253,0
424.208,-158.630,-62.277,-179.535,-0.237,19.254,0
417.913,-173.068,-62.283,-179.527,-0.241,19.254,0
411.076,-187.369,-62.290,-179.520,-0.247,19.253,0
403.865,-201.195,-62.292,-179.513,-0.252,19.255,0
396.250,-214.647,-62.295,-179.506,-0.260,19.254,0
388.063,-228.011,-62.303,-179.498,-0.268,19.253,0
379.423,-241.063,-62.306,-179.490,-0.276,19.255,0
370.413,-253.699,-62.315,-179.482,-0.286,19.253,0
362.108,-264.586,-62.320,-179.475,-0.295,19.254,0
362.766,-264.992,-64.781,-179.466,-0.310,19.261,0
365.782,-266.847,-76.853,-179.420,-0.378,19.290,0
368.552,-268.546,-89.275,-179.377,-0.442,19.315,0
371.041,-270.067,-101.966,-179.338,-0.500,19.334,0
373.172,-271.366,-114.532,-179.305,-0.551,19.349,0
375.007,-272.484,-127.344,-179.276,-0.595,19.360,0
376.506,-273.392,-140.108,-179.253,-0.632,19.366,0
377.665,-274.090,-152.806,-179.234,-0.661,19.368,0
378.512,-274.596,-165.718,-179.220,-0.684,19.365,0
379.018,-274.893,-178.351,-179.211,-0.698,19.363,0
379.204,-274.997,-191.272,-179.207,-0.704,19.356,0
379.067,-274.904,-203.892,-179.209,-0.704,19.349,0
378.592,-274.605,-216.781,-179.216,-0.694,19.337,0
377.799,-274.114,-229.440,-179.227,-0.677,19.327,0
376.676,-273.425,-242.146,-179.244,-0.651,19.315,0
375.225,-272.537,-254.797,-179.267,-0.617,19.304,0
373.454,-271.458,-267.381,-179.295,-0.575,19.291,0
371.342,-270.174,-279.974,-179.328,-0.524,19.280,0
368.987,-268.746,-292.103,-179.366,-0.466,19.271,0
366.193,-267.054,-304.690,-179.410,-0.397,19.261,0
363.184,-265.234,-316.702,-179.456,-0.321,19.253,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
362.109,-264.585,-320.718,-179.474,-0.295,19.251,0
