frame,id,timestamp(s),accX,accY,accZ,gyrX,gyrY,gyrZ,magX,magY,magZ,eulerRoll,eulerPitch,eulerYaw,quatW,quatX,quatY,quatZ,
170,1,3589.534,-0.039,-0.021,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
171,1,3589.544,-0.044,-0.024,0.988,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
172,1,3589.554,-0.045,-0.019,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
173,1,3589.564,-0.044,-0.022,0.984,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
174,1,3589.574,-0.043,-0.021,0.984,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
175,1,3589.584,-0.043,-0.024,0.988,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
176,1,3589.594,-0.046,-0.021,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
177,1,3589.604,-0.045,-0.021,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
178,1,3589.614,-0.045,-0.021,0.99,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
179,1,3589.624,-0.044,-0.019,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
180,1,3589.634,-0.041,-0.023,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
181,1,3589.644,-0.043,-0.021,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
182,1,3589.654,-0.043,-0.021,0.989,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
183,1,3589.664,-0.046,-0.021,0.986,0.0,0.0,0.0,15,-11,-14,2.53,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
184,1,3589.674,-0.043,-0.022,0.986,0.0,0.0,0.0,15,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
185,1,3589.684,-0.041,-0.024,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
186,1,3589.694,-0.044,-0.027,0.983,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
187,1,3589.704,-0.042,-0.021,0.984,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
188,1,3589.714,-0.044,-0.018,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
189,1,3589.724,-0.047,-0.027,0.981,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
190,1,3589.734,-0.044,-0.021,0.989,0.0,0.0,0.0,14,-12,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
191,1,3589.744,-0.041,-0.018,0.986,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
192,1,3589.754,-0.041,-0.024,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
193,1,3589.764,-0.043,-0.02,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
194,1,3589.774,-0.044,-0.021,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
195,1,3589.784,-0.042,-0.019,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
196,1,3589.794,-0.044,-0.024,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
197,1,3589.804,-0.045,-0.02,0.986,0.0,0.0,0.0,15,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
198,1,3589.814,-0.043,-0.019,0.984,0.0,0.0,0.0,14,-11,-13,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
199,1,3589.824,-0.044,-0.024,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
200,1,3589.834,-0.042,-0.021,0.986,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
201,1,3589.844,-0.045,-0.02,0.985,0.0,0.0,0.0,14,-12,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
202,1,3589.854,-0.044,-0.023,0.99,0.0,0.0,0.0,14,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
203,1,3589.864,-0.043,-0.022,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
204,1,3589.874,-0.041,-0.022,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
205,1,3589.884,-0.044,-0.021,0.978,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
206,1,3589.894,-0.048,-0.026,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
207,1,3589.904,-0.049,-0.018,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
208,1,3589.914,-0.044,-0.017,0.991,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
209,1,3589.924,-0.044,-0.024,0.982,0.0,0.0,0.0,15,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
210,1,3589.934,-0.048,-0.019,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
211,1,3589.944,-0.048,-0.023,0.988,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
212,1,3589.954,-0.04,-0.025,0.988,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
213,1,3589.964,-0.044,-0.019,0.981,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
214,1,3589.974,-0.047,-0.02,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
215,1,3589.984,-0.043,-0.02,0.989,0.0,0.0,0.0,14,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
216,1,3589.994,-0.043,-0.024,0.995,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
217,1,3590.004,-0.049,-0.018,0.985,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
218,1,3590.014,-0.045,-0.023,0.987,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
219,1,3590.024,-0.044,-0.023,0.983,0.0,0.0,0.0,15,-11,-14,2.54,-1.24,-0.29,1.0,-0.011,0.022,-0.003,
220,1,3590.034,-0.047,-0.02,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
221,1,3590.044,-0.042,-0.019,0.981,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
222,1,3590.054,-0.042,-0.024,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
223,1,3590.064,-0.044,-0.022,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
224,1,3590.074,-0.046,-0.016,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
225,1,3590.084,-0.046,-0.022,0.984,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
226,1,3590.094,-0.042,-0.022,0.986,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
227,1,3590.104,-0.043,-0.021,0.988,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
228,1,3590.114,-0.042,-0.024,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
229,1,3590.124,-0.046,-0.021,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
230,1,3590.134,-0.047,-0.021,0.984,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
231,1,3590.144,-0.041,-0.02,0.994,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
232,1,3590.154,-0.04,-0.024,0.992,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
233,1,3590.164,-0.046,-0.018,0.985,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
234,1,3590.174,-0.045,-0.021,0.98,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
235,1,3590.184,-0.037,-0.027,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
236,1,3590.194,-0.044,-0.021,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
237,1,3590.204,-0.047,-0.021,0.983,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
238,1,3590.214,-0.044,-0.026,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
239,1,3590.224,-0.042,-0.024,0.994,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
240,1,3590.234,-0.046,-0.021,0.988,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
241,1,3590.244,-0.043,-0.021,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
242,1,3590.254,-0.046,-0.023,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
243,1,3590.264,-0.043,-0.021,0.986,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
244,1,3590.274,-0.048,-0.019,0.983,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
245,1,3590.284,-0.038,-0.019,0.992,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
246,1,3590.294,-0.044,-0.025,0.988,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
247,1,3590.304,-0.042,-0.022,0.98,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
248,1,3590.314,-0.046,-0.018,0.981,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
249,1,3590.324,-0.046,-0.025,0.986,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
250,1,3590.334,-0.043,-0.021,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
251,1,3590.344,-0.039,-0.022,0.992,0.0,0.0,0.0,15,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
252,1,3590.354,-0.046,-0.021,0.988,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
253,1,3590.364,-0.042,-0.021,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
254,1,3590.374,-0.045,-0.023,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
255,1,3590.384,-0.042,-0.021,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
256,1,3590.394,-0.047,-0.021,0.984,0.0,0.0,0.0,15,-11,-13,2.53,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
257,1,3590.404,-0.045,-0.021,0.982,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
258,1,3590.414,-0.039,-0.024,0.99,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
259,1,3590.424,-0.043,-0.023,0.986,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
260,1,3590.434,-0.043,-0.017,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
261,1,3590.444,-0.046,-0.021,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
262,1,3590.454,-0.041,-0.023,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
263,1,3590.464,-0.045,-0.023,0.983,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
264,1,3590.474,-0.052,-0.02,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
265,1,3590.484,-0.043,-0.023,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
266,1,3590.494,-0.048,-0.026,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
267,1,3590.504,-0.043,-0.022,0.986,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
268,1,3590.514,-0.046,-0.02,0.987,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
269,1,3590.524,-0.045,-0.021,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
270,1,3590.534,-0.044,-0.025,0.991,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
271,1,3590.544,-0.046,-0.02,0.986,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
272,1,3590.554,-0.045,-0.017,0.987,0.0,0.0,0.0,14,-12,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
273,1,3590.564,-0.04,-0.024,0.99,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
274,1,3590.574,-0.04,-0.022,0.99,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
275,1,3590.584,-0.046,-0.021,0.991,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
276,1,3590.594,-0.048,-0.021,0.988,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
277,1,3590.604,-0.04,-0.025,0.99,0.0,0.0,0.0,15,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
278,1,3590.614,-0.043,-0.021,0.984,0.0,0.0,0.0,15,-12,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
279,1,3590.624,-0.044,-0.021,0.987,0.0,0.0,0.0,14,-12,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
280,1,3590.634,-0.045,-0.022,0.985,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
281,1,3590.644,-0.04,-0.023,0.99,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
282,1,3590.654,-0.043,-0.023,0.985,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
283,1,3590.664,-0.043,-0.021,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
284,1,3590.674,-0.045,-0.02,0.984,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
285,1,3590.684,-0.044,-0.024,0.988,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
286,1,3590.694,-0.044,-0.024,0.983,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
287,1,3590.704,-0.046,-0.023,0.983,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
288,1,3590.714,-0.048,-0.017,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
289,1,3590.724,-0.046,-0.025,0.991,0.0,0.0,0.0,15,-12,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
290,1,3590.734,-0.044,-0.021,0.984,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
291,1,3590.744,-0.045,-0.02,0.983,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
292,1,3590.754,-0.04,-0.019,0.983,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
293,1,3590.764,-0.045,-0.025,0.99,0.0,0.0,0.0,15,-12,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
294,1,3590.774,-0.049,-0.015,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
295,1,3590.784,-0.044,-0.021,0.983,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
296,1,3590.794,-0.041,-0.022,0.983,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
297,1,3590.804,-0.041,-0.025,0.99,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
298,1,3590.814,-0.044,-0.023,0.987,0.0,0.0,0.0,15,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
299,1,3590.824,-0.046,-0.021,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
300,1,3590.834,-0.042,-0.024,0.988,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
301,1,3590.844,-0.04,-0.021,0.989,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
302,1,3590.854,-0.043,-0.023,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
303,1,3590.864,-0.045,-0.021,0.984,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
304,1,3590.874,-0.044,-0.023,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
305,1,3590.884,-0.044,-0.021,0.986,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
306,1,3590.894,-0.043,-0.022,0.993,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
307,1,3590.904,-0.046,-0.022,0.986,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
308,1,3590.914,-0.046,-0.018,0.978,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
309,1,3590.924,-0.048,-0.024,0.983,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
310,1,3590.934,-0.046,-0.021,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
311,1,3590.944,-0.043,-0.019,0.982,0.0,0.0,0.0,14,-11,-14,2.54,-1.26,-0.29,1.0,-0.011,0.022,-0.003,
312,1,3590.954,-0.043,-0.021,0.987,0.0,0.0,0.0,14,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
313,1,3590.964,-0.041,-0.02,0.991,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
314,1,3590.974,-0.041,-0.02,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
315,1,3590.984,-0.05,-0.016,0.986,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
316,1,3590.994,-0.045,-0.028,0.985,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
317,1,3591.004,-0.046,-0.021,0.986,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
318,1,3591.014,-0.045,-0.02,0.983,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
319,1,3591.024,-0.04,-0.021,0.983,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
320,1,3591.034,-0.04,-0.024,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
321,1,3591.044,-0.046,-0.022,0.986,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
322,1,3591.054,-0.045,-0.018,0.981,0.0,0.0,0.0,14,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
323,1,3591.064,-0.044,-0.024,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
324,1,3591.074,-0.041,-0.024,0.988,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
325,1,3591.084,-0.041,-0.021,0.989,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
326,1,3591.094,-0.045,-0.02,0.992,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
327,1,3591.104,-0.048,-0.019,0.987,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
328,1,3591.114,-0.043,-0.022,0.993,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
329,1,3591.124,-0.042,-0.019,0.984,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
330,1,3591.134,-0.043,-0.024,0.989,0.0,0.0,0.0,14,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
331,1,3591.144,-0.045,-0.022,0.988,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
332,1,3591.154,-0.046,-0.018,0.986,0.0,0.0,0.0,14,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
333,1,3591.164,-0.044,-0.022,0.986,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
334,1,3591.174,-0.044,-0.02,0.983,0.0,0.0,0.0,15,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
335,1,3591.184,-0.038,-0.02,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
336,1,3591.194,-0.043,-0.022,0.988,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
337,1,3591.204,-0.044,-0.025,0.988,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
338,1,3591.214,-0.049,-0.016,0.988,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
339,1,3591.224,-0.044,-0.023,0.986,0.0,0.0,0.0,15,-12,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
340,1,3591.235,-0.045,-0.024,0.993,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
341,1,3591.245,-0.044,-0.024,0.98,0.0,0.0,0.0,14,-12,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
342,1,3591.255,-0.042,-0.021,0.985,0.0,0.0,0.0,15,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
343,1,3591.265,-0.043,-0.024,0.99,0.0,0.0,0.0,14,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
344,1,3591.275,-0.043,-0.02,0.986,0.0,0.0,0.0,15,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
345,1,3591.285,-0.046,-0.02,0.99,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
346,1,3591.295,-0.046,-0.023,0.985,0.0,0.0,0.0,14,-11,-13,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
347,1,3591.305,-0.044,-0.023,0.988,0.0,0.0,0.0,15,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
348,1,3591.315,-0.046,-0.017,0.985,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
349,1,3591.325,-0.047,-0.026,0.983,0.0,0.0,0.0,14,-11,-14,2.55,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
350,1,3591.335,-0.044,-0.022,0.99,0.0,0.0,0.0,14,-11,-14,2.55,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
351,1,3591.345,-0.041,-0.021,0.987,0.0,0.0,0.0,14,-12,-14,2.55,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
352,1,3591.355,-0.043,-0.02,0.987,0.0,0.0,0.0,14,-11,-14,2.54,-1.25,-0.29,1.0,-0.011,0.022,-0.003,
