Time,Velocity_X,Velocity_Y,Velocity_Z,Velocity_Magnitude
0.086,2.780373366547,0.8592131701439998,-0.39113431259,2.9362747452576796
0.096,1.8879144761050015,0.2704909429600002,0.06385109815000002,1.908261874598236
0.106,1.8879144761049989,0.22145769295999987,0.3580505981499998,1.934286641036832
0.116,1.985980976105002,0.46662394296000037,0.16191759815000012,2.0464788418611075
0.126,1.985980976104999,0.5646904429599997,0.014817848149999991,2.064755506699309
0.136,2.0350142261050017,0.41759069296000034,-0.03421540185000002,2.077699588732767
0.147,2.184579073715496,0.2975400372559995,0.07023620796499988,2.2058669334289545
0.157,1.8879144761050015,0.46662394296000037,0.06385109815000006,1.945773865577735
0.167,1.8388812261050014,0.5156571929600003,-0.08324865185000006,1.9116267529012203
0.176,1.787382878494496,0.3317016986639993,0.01333606333499997,1.8179497852848214
0.186,2.0840474761050016,0.31952419296000023,0.2599840981500002,2.124368452937775
0.197,1.968832773715502,0.4593497622560004,0.07023620796500002,2.0229280313076448
0.206,1.4784734034944969,0.3317016986639993,-0.20731356166499953,1.5293425170926922
0.216,1.9369477261050017,0.17242444296000015,-0.18131515185000013,1.953041696043326
0.226,2.0840474761050016,0.22145769296000017,0.06385109815000006,2.096753289055666
0.236,1.8388812261049965,0.4175906929599992,0.16191759814999968,1.892639283952146
0.246,1.7408147261050015,0.46662394296000037,-0.1322819018500001,1.8071171285571455
0.256,1.8388812261050014,0.17242444296000012,0.014817848150000009,1.8470067462993458
0.267,2.2924522237155016,0.027857162256000025,0.17810935796500013,2.299529552517604
0.277,2.133080726105002,0.46662394296000037,-0.1322819018500001,2.1875259517960544
0.287,1.9369477261049908,0.6627569429599969,-0.18131515184999913,2.055210072813814
0.297,1.9369477261050017,0.2704909429600002,0.06385109815000006,1.9567853246132259
0.307,1.985980976105002,0.22145769296000017,-0.034215401850000035,1.9985831583764282
0.317,1.8879144761050015,0.3685574429600003,-0.18131515185000013,1.9320794088593836
0.326,1.6991230284945014,0.2875717736640002,-0.07492378666500006,1.7249145383980065
0.336,2.0840474761050016,0.2704909429600002,0.06385109815000006,2.1024976089446517
0.347,2.34638879871549,0.45934976225599805,0.232045932964999,2.402163173855548
0.356,1.7873828784945014,0.5082213986640005,-0.030793861665000033,1.8584872359829447
0.366,1.8879144761050015,0.41759069296000034,-0.08324865185000008,1.9353380567664344
0.376,2.0350142261050013,0.17242444296000012,0.014817848150000009,2.042359580877863
0.386,2.0350142261050013,0.12339119296000012,-0.1322819018500001,2.04303861649918
0.396,1.7898479761050015,0.41759069296000034,-0.18131515185000013,1.846838636347088
0.407,1.7530864737154925,0.5132863372559978,-0.09157351703499961,1.828978063662891
0.417,1.6917814761050014,0.22145769296000017,-0.03421540185000002,1.7065575778118183
0.427,2.0350142261050013,0.3685574429600003,-0.2793816518500002,2.086904788580779
0.437,1.9859809761050016,0.3685574429600003,-0.18131515185000013,2.0280113930899346
0.447,1.9369477261050017,0.31952419296000023,0.06385109815000005,1.9641637320460423
0.457,2.0350142261050017,0.41759069296000034,0.01481784815000001,2.0774706871386535
0.467,1.7898479761050017,0.3685574429600003,-0.08324865185000006,1.829295138670419
0.477,1.8388812261049914,0.46662394295999776,0.06385109814999969,1.8982357679171185
0.486,1.9639025784945014,0.4199615486640004,0.2339856883350002,2.021887816501999
0.496,2.133080726105002,0.31952419296000023,0.25998409815000023,2.172491846994656
0.506,1.7408147261050015,0.46662394296000037,0.06385109815000006,1.8033997830493744
0.516,1.7408147261050015,0.46662394296000037,-0.034215401850000035,1.802593827929999
0.527,2.184579073715502,0.29754003725600026,0.17810935796500013,2.2119309994845424
0.537,1.8879144761050015,0.17242444296000012,0.16191759815000012,1.9026740567442322
0.547,1.9369477261050017,0.22145769296000017,0.11288434815000008,1.952832015174821
0.557,2.0840474761050016,0.41759069296000034,0.06385109815000005,2.126431948650462
0.567,1.9859809761049794,0.17242444295999823,-0.08324865184999913,1.9951894556697602
0.577,1.9369477261050017,0.17242444296000012,0.014817848150000009,1.9446635315182932
0.586,1.7432529534945016,0.4640914736640004,-0.07492378666500009,1.8055263303544342
0.596,1.9369477261050017,0.46662394296000037,-0.2793816518500003,2.011854494042079
0.606,1.985980976105002,0.3685574429600003,-0.08324865185000006,2.0216046508274146
0.617,2.238515648715502,0.5132863372560004,0.17810935796500013,2.3035056146995974
0.627,2.0840474761050016,0.46662394296000037,0.014817848150000009,2.135699266148434
0.637,2.0840474761050016,0.31952419296000023,-0.18131515185000013,2.1161816502457333
0.647,2.0840474761050016,0.41759069296000034,0.014817848150000009,2.125524744182066
0.657,1.9369477261050017,0.6137236929600005,0.06385109815000005,2.0328551910302806
0.666,1.6991230284945014,0.3758316236640003,0.057465988335000044,1.7411406649439796
0.676,2.0350142261050017,0.2704909429600002,0.11288434815000008,2.056013406262318
0.686,1.9859809761050016,0.5156571929600003,0.014817848150000009,2.0518875083020895
0.697,1.9688327737154816,0.4593497622559957,0.07023620796499934,2.022928031307624
0.707,1.7898479761050015,0.22145769296000017,0.25998409815000023,1.8221391326211083
0.717,1.9369477261050017,0.41759069296000034,0.21095084815000015,1.9926486747154788
0.727,2.0350142261050017,0.5156571929600003,0.014817848150000009,2.099382006621216
0.737,1.9859809761050016,0.41759069296000034,0.11288434815000009,2.0325465063203447
0.747,1.8879144761050015,0.46662394296000037,0.16191759815000012,1.951454914114345
0.757,2.0350142261050013,0.3685574429600003,0.06385109815000005,2.069104746489629
0.766,1.9639025784945014,0.2875717736640002,0.013336063335000009,1.9848901010914648
0.776,2.231147226105002,0.46662394296000037,-0.18131515185000013,2.286620001878312
0.787,2.400325373715502,0.6211594872560006,-0.25338324203500023,2.4923089847879556
0.797,1.8879144761050015,0.41759069296000034,0.014817848150000009,1.9336035334466661
