Time,Velocity_X,Velocity_Y,Velocity_Z,(Ext)Velocity_Magnitude,(Int)Magnitude,,,,,,,,,,,,,,0.005350207771899,,
0.393,1.7873828784945,0.464091473664,-0.074923786665,1.84816991212148,0,,,,,,,,,,,,,,0.005350207771899,,
0.404,2.5081985237155,0.351476612256,-0.091573517035,2.53436014653674,0,,,,,,,,,,,,,,0.005350207771899,,
0.414,2.23114722610499,0.319524192959998,-0.08324865185,2.25544762574474,0,,,,,,,,,,,,,,0.005350207771899,,
0.424,2.035014226105,0.51565719296,-0.13228190185,2.10349322382036,0,,,,,,,,,,,,,,0.005350207771899,,
0.434,1.936947726105,0.46662394296,-0.13228190185,1.99674808109684,0,,,,,,,,,,,,,,0.005350207771899,,
0.444,2.084047476105,0.27049094296,0.11288434815,2.10455746154394,0,,,,,,,,,,,,,,0.005350207771899,,
0.454,2.133080726105,0.46662394296,0.16191759815,2.18951789141236,0,,,,,,,,,,,,,,0.005350207771899,,
0.464,1.985980976105,0.61372369296,0.06385109815,2.07962837340867,0,,,,,,,,,,,,,,0.005350207771899,,
0.474,2.03501422610499,0.564690442959997,-0.03421540185,2.1121858087166,0,,,,,,,,,,,,,,0.005350207771899,,
0.484,2.133080726105,0.46662394296,0.11288434815,2.18643869437984,0,,,,,,14.7152496124435,,,,,,,,0.005350207771899,,
0.494,2.035014226105,0.41759069296,0.01481784815,2.07747068713865,0,,,,,,,,,,,,,,0.005350207771899,,
0.504,1.936947726105,0.51565719296,-0.03421540185,2.00470434928407,0,,,,,,,,,,,,,,0.005350207771899,,
0.514,1.985980976105,0.51565719296,0.21095084815,2.06264951905009,0,,,,,,,,,,,,,,0.005350207771899,,
0.524,2.084047476105,0.36855744296,0.30901734815,2.13882682629485,0,,,,,,,,,,,,,,0.005350207771899,,
0.534,2.084047476105,0.56469044296,0.21095084815,2.16947676626536,0,,,,,,,,,,,,,,0.005350207771899,,
0.544,2.035014226105,0.662756942960001,0.11288434815,2.1431921383648,0,,,,,,,,,,,,,,0.005350207771899,,
0.554,2.182113976105,0.36855744296,0.25998409815,2.22823870461961,0,,,,,,,,,,,,,,0.005350207771899,,
0.564,2.28018047610498,0.319524192959997,0.259984098149997,2.31709094443613,0,,,,,,,,,,,,,,0.005350207771899,,
0.575,2.5621350987155,0.567222912256,-0.037636942035,2.62444177600949,0,,,,,,,,,,,,,,0.005350207771899,,
0.584,1.9197726534945,0.508221398664001,-0.119053711665,1.98946973272441,0,,,,,,,,,,,,,,0.005350207771899,,
0.594,2.133080726105,0.46662394296,-0.13228190185,2.18752595179605,0,,,,,,,,,,,,,,0.005350207771899,,
0.604,2.280180476105,0.41759069296,-0.03421540185,2.31835624617551,0,,,,,,,,,,,,,,0.005350207771899,,
0.614,1.985980976105,0.41759069296,-0.03421540185,2.02969778982526,0,,,,,,,,,,,,,,230.131031541571,,
0.625,1.9148961987155,0.513286337256,-0.145510092035,1.98782884141286,0,,,,,,,,,,,,,,230.131031541571,,
0.634,1.7873828784945,0.464091473664,-0.030793861665,1.84690733719349,0,,,,,,,,,,,,,,230.131031541571,,
0.644,2.133080726105,0.46662394296,0.06385109815,2.18445605379443,0,,,,,,,,,,,,,,230.131031541571,,
0.654,2.084047476105,0.41759069296,-0.13228190185,2.12958549278105,0,,,,,,,,,,,,,,230.131031541571,,
0.665,2.3463887987155,0.459349762256,-0.199446667035,2.3992335384063,0,,,,,,,,,,,,,,230.131031541571,,
0.675,2.035014226105,0.36855744296,0.16191759815,2.07444807064472,0,,,,,,,,,,,,,,230.131031541571,,
0.684,1.8315128034945,0.243441848664,0.057465988335,1.84851438264909,0,,,,,,,,,,,,,,230.131031541571,,
0.695,2.29245222371548,0.513286337255995,-0.145510092034999,2.35371477645779,0,,,,,,,,,,,,,,230.131031541571,,
0.704,1.9197726534945,0.684741098664,0.057465988335,2.03904383305515,0,,,,,,,,,,,,,,230.131031541571,,
0.714,1.985980976105,0.51565719296,0.25998409815,2.06823947099779,0,,,,,,,,,,,,,,230.131031541571,,
0.724,1.838881226105,0.36855744296,0.30901734815,1.90073945451246,0,,,,,,,,,,,,,,230.131031541571,,
0.734,1.936947726105,0.56469044296,0.06385109815,2.01859326085486,0,,,,,,,,,,,,,,230.131031541571,,
0.744,2.035014226105,0.61372369296,-0.08324865185,2.12717418416665,0,,,,,,,,,,,,,,230.131031541571,,
0.754,2.084047476105,0.46662394296,0.01481784815,2.13569926614843,0,,,,,,,,,,,,,,230.131031541571,,
0.763,1.8315128034945,0.331701698664,0.013336063335,1.86135515602105,0,,,,,,,,,,,,,,230.131031541571,,
0.774,2.1845790737155,0.513286337256,-0.037636942035,2.24438524606074,0,,,,,,,,,,,,,,230.131031541571,,
0.784,2.035014226105,0.46662394296,0.06385109815,2.08880295081375,0,,,,,,,,,,,,,,230.131031541571,,
0.794,2.035014226105,0.41759069296,0.06385109815,2.07839886692413,0,,,,,,,,,,,,,,230.131031541571,,
0.804,2.084047476105,0.56469044296,-0.13228190185,2.16324471121208,0,,,,,,,,,,,,,,230.131031541571,,
0.814,2.08404747610498,0.564690442959994,-0.181315151849998,2.1667958748623,0,,,,,,,,,,,,,,230.131031541571,,
0.824,1.985980976105,0.46662394296,0.01481784815,2.04011713149474,0,,,,,,,,,,,,,,230.131031541571,,
0.834,1.985980976105,0.46662394296,0.21095084815,2.05094090649383,0,,,,,,,,,,,,,,230.131031541571,,
0.844,1.887914476105,0.56469044296,0.21095084815,1.9818164964982,0,,,,,,,,,,,,,,230.131031541571,,
0.854,1.936947726105,0.51565719296,0.06385109815,2.00542908053356,0,,,,,,,,,,,,,,230.131031541571,,
0.864,2.133080726105,0.46662394296,0.01481784815,2.18357295661216,0,,,,,,,,,,,,,,230.131031541571,,
0.874,2.182113976105,0.46662394296,0.06385109815,2.23236114273459,0,,,,,,,,,,,,,,230.131031541571,,
0.884,1.985980976105,0.51565719296,0.01481784815,2.05188750830209,0,,,,,,,,,,,,,,230.131031541571,,
0.894,1.838881226105,0.61372369296,0.01481784815,1.93864914402934,0,,,,,,,,,,,,,,230.131031541571,,
0.904,2.035014226105,0.51565719296,-0.08324865185,2.10097967128099,0,,,,,,,,,,,,,,230.131031541571,,
0.914,2.084047476105,0.41759069296,-0.23034840185,2.1379186737903,0,,,,,,,,,,,,,,230.131031541571,,
0.924,1.887914476105,0.41759069296,-0.13228190185,1.93806644816185,0,,,,,,,,,,,,,,230.131031541571,,
0.934,1.887914476105,0.711790192960001,0.16191759815,2.02412540532239,0,,,,,,,,,,,,,,230.131031541571,,
0.944,2.13308072610498,0.711790192959993,0.210950848149998,2.25857896103053,0,,,,,,,,,,,,,,230.131031541571,,
0.954,2.133080726105,0.46662394296,0.06385109815,2.18445605379443,0,,,,,,,,,,,,,,230.131031541571,,
0.964,2.182113976105,0.61372369296,0.21095084815,2.27657164094356,0,,,,,,,,,,,,,,230.131031541571,,
0.975,2.4542619487155,0.621159487256,0.232045932965,2.54226004502422,0,,,,,,,,,,,,,,230.131031541571,,
0.985,1.887914476105,0.36855744296,0.11288434815,1.9268623546858,0,,,,,,,,,,,,,,230.131031541571,,
0.994,1.6991230284945,0.287571773664,-0.030793861665,1.72356167655377,0,,,,,,,,,,,,,,230.131031541571,,
1.004,2.231147226105,0.36855744296,-0.23034840185,2.27308445059837,0,,,,,,,,,,,,,,230.131031541571,,
1.014,1.985980976105,0.46662394296,-0.18131515185,2.04810486203341,0,,,,,,,,,,,,,,230.131031541571,,
1.024,1.691781476105,0.41759069296,-0.13228190185,1.74757118633144,0,,,,,,,,,,,,,,230.131031541571,,
1.034,1.985980976105,0.61372369296,-0.23034840185,2.09137217993027,0,,,,,,,,,,,,,,230.131031541571,,
1.044,2.182113976105,0.662756942960001,-0.27938165185,2.29759053739889,0,,,,,,,,,,,,,,230.131031541571,,
1.054,2.035014226105,0.36855744296,-0.23034840185,2.08090794497157,0,,,,,,,,,,,,,,230.131031541571,,
1.065,2.29245222371548,0.567222912255995,-0.037636942035,2.36188390265313,0,,,,,,,,,,,,,,230.131031541571,,
1.075,2.182113976105,0.56469044296,0.21095084815,2.26384561342384,0,,,,,,,,,,,,,,230.131031541571,,
1.085,1.936947726105,0.51565719296,0.01481784815,2.00446711196231,0,,,,,,,,,,,,,,230.131031541571,,
1.095,1.985980976105,0.61372369296,-0.23034840185,2.09137217993027,0,,,,,,,,,,,,,,230.131031541571,,
1.104,1.91977265349453,0.508221398664007,-0.074923786665001,1.98731718781216,0,,,,,,,,,,,,,,230.131031541571,,
1.114,1.985980976105,0.56469044296,0.06385109815,2.06568939982668,0,,,,,,,,,,,,,,230.131031541571,,
1.124,1.936947726105,0.41759069296,-0.08324865185,1.98319913739014,0,,,,,,,,,,,,,,245.907557763337,,
1.134,2.08404747610496,0.417590692959991,-0.132281901849997,2.129585492781,0,,,,,,,,,,,,,,245.907557763337,,
1.144,2.035014226105,0.41759069296,0.01481784815,2.07747068713865,0,,,,,,,,,,,,,,245.907557763337,,
1.154,1.887914476105,0.27049094296,0.16191759815,1.91405426461761,0,,,,,,,,,,,,,,245.907557763337,,
1.165,2.18457907371552,0.405413187256004,0.124172782965001,2.22534591956984,0,,,,,,,,,,,,,,245.907557763337,,
1.175,2.133080726105,0.51565719296,0.11288434815,2.19742544828927,0,,,,,,,,,,,,,,245.907557763337,,
1.185,1.985980976105,0.46662394296,0.21095084815,2.05094090649383,0,,,,,,,,,,,,,,245.907557763337,,
1.195,1.838881226105,0.46662394296,0.11288434815,1.90051702016115,0,,,,,,,,,,,,,,245.907557763337,,
1.205,2.035014226105,0.56469044296,0.01481784815,2.11196064486152,0,,,,,,,,,,,,,,245.907557763337,,
1.214,1.87564272849448,0.464091473663995,0.145725838334998,1.93769258677435,0,,,,,,,,,,,,,,245.907557763337,,
1.224,1.887914476105,0.51565719296,0.06385109815,1.95811143004508,0,,,,,,,,,,,,,,245.907557763337,,
1.234,1.887914476105,0.662756942960001,-0.08324865185,2.00259785592698,0,,,,,,,,,,,,,,245.907557763337,,
1.244,2.035014226105,0.46662394296,0.06385109815,2.08880295081375,0,,,,,,,,,,,,,,245.907557763337,,
1.254,2.084047476105,0.31952419296,0.06385109815,2.10936638716021,0,,,,,,,,,,,,,,245.907557763337,,
1.264,2.035014226105,0.56469044296,-0.08324865185,2.11354880115292,0,,,,,,,,,,,,,,245.907557763337,,
1.275,2.18457907371548,0.675096062255994,-0.145510092034999,2.29113805988927,0,,,,,,,,,,,,,,245.907557763337,,
1.285,2.035014226105,0.41759069296,0.11288434815,2.08048257944012,0,,,,,,,,,,,,,,245.907557763337,,
1.295,1.985980976105,0.41759069296,0.11288434815,2.03254650632034,0,,,,,,,,,,,,,,245.907557763337,,
1.305,2.035014226105,0.711790192960001,-0.08324865185,2.15751211289267,0,,,,,,,,,,,,,,245.907557763337,,
1.315,1.985980976105,0.51565719296,-0.08324865185,2.05352212457943,0,,,,,,,,,,,,,,245.907557763337,,
1.324,1.69912302849452,0.199311923664003,0.145725838335002,1.71696835405708,0,,,,,,,,,,,,,,245.907557763337,,
1.334,2.084047476105,0.61372369296,0.16191759815,2.17856098435429,0,,,,,,,,,,,,,,245.907557763337,,
1.344,2.035014226105,0.711790192960001,-0.18131515185,2.1635164347733,0,,,,,,,,,,,,,,245.907557763337,,
1.354,2.035014226105,0.36855744296,-0.13228190185,2.0723455288074,0,,,,,,,,,,,,,,245.907557763337,,
1.364,2.084047476105,0.36855744296,0.06385109815,2.11734868034431,0,,,,,,,,,,,,,,245.907557763337,,
1.374,2.035014226105,0.46662394296,-0.13228190185,2.09201321844541,0,,,,,,,,,,,,,,245.907557763337,,
1.384,1.93694772610496,0.46662394295999,-0.132281901849997,1.9967480810968,0,,,,,,,,,,,,,,245.907557763337,,
1.394,1.887914476105,0.51565719296,0.16191759815,1.96375678695934,0,,,,,,,,,,,,,,245.907557763337,,
1.404,2.133080726105,0.56469044296,-0.08324865185,2.20813020868015,0,,,,,,,,,,,,,,245.907557763337,,
1.414,2.035014226105,0.51565719296,-0.13228190185,2.10349322382036,0,,,,,,,,,,,,,,245.907557763337,,
1.424,1.838881226105,0.51565719296,-0.03421540185,1.91011968161594,0,,,,,,,,,,,,,,245.907557763337,,
1.434,1.985980976105,0.36855744296,0.01481784815,2.01994420587203,0,,,,,,,,,,,,,,245.907557763337,,
1.444,2.182113976105,0.22145769296,0.16191759815,2.19929130018618,0,,,,,,,,,,,,,,245.907557763337,,
1.455,2.34638879871553,0.405413187256004,-0.145510092035002,2.38559708124042,0,,,,,,,,,,,,,,245.907557763337,,
1.465,1.936947726105,0.711790192960001,-0.23034840185,2.07640847587661,0,,,,,,,,,,,,,,245.907557763337,,
1.475,2.035014226105,0.662756942960001,-0.03421540185,2.14049068197345,0,,,,,,,,,,,,,,245.907557763337,,
1.485,2.035014226105,0.27049094296,0.11288434815,2.05601340626232,0,,,,,,,,,,,,,,245.907557763337,,
1.494,1.83151280349448,0.287571773663997,0.101595913334999,1.85673326139724,0,,,,,,,,,,,,,,245.907557763337,,
1.504,2.182113976105,0.711790192960001,-0.08324865185,2.2967797067942,0,,,,,,,,,,,,,,245.907557763337,,
1.514,2.231147226105,0.56469044296,-0.03421540185,2.30175236171274,0,,,,,,,,,,,,,,245.907557763337,,
1.524,2.084047476105,0.27049094296,0.11288434815,2.10455746154394,0,,,,,,,,,,,,,,245.907557763337,,
1.534,1.985980976105,0.51565719296,-0.03421540185,2.05211926354832,0,,,,,,,,,,,,,,245.907557763337,,
1.545,2.18457907371548,0.405413187255996,-0.037636942035,2.22219758822711,0,,,,,,,,,,,,,,245.907557763337,,
1.555,2.035014226105,0.12339119296,0.06385109815,2.03975127152425,0,,,,,,,,,,,,,,245.907557763337,,
1.565,2.084047476105,0.36855744296,0.11288434815,2.11939409914204,0,,,,,,,,,,,,,,245.907557763337,,
1.575,1.887914476105,0.61372369296,0.16191759815,1.99175679965651,0,,,,,,,,,,,,,,245.907557763337,,
1.585,1.887914476105,0.51565719296,0.06385109815,1.95811143004508,0,,,,,,,,,,,,,,245.907557763337,,
1.594,1.83151280349452,0.287571773664004,-0.030793861665,1.85420736065006,0,,,,,,,,,,,,,,245.907557763337,,
1.604,2.035014226105,0.36855744296,-0.03421540185,2.06840232617707,0,,,,,,,,,,,,,,245.907557763337,,
1.614,1.936947726105,0.51565719296,-0.03421540185,2.00470434928407,0,,,,,,,,,,,,,,245.907557763337,,
1.624,1.985980976105,0.51565719296,0.16191759815,2.05821283804494,0,,,,,,,,,,,,,,245.907557763337,,
1.634,2.18211397610495,0.368557442959992,0.210950848149995,2.22305111362941,0,,,,,,,,,,,,,,245.907557763337,,
1.645,2.45426194871553,0.405413187256004,-0.037636942035001,2.48780588163943,0,,,,,,,,,,,,,,233.709235739108,,
1.655,1.985980976105,0.46662394296,-0.08324865185,2.04176117105536,0,,,,,,,,,,,,,,233.709235739108,,
1.665,1.936947726105,0.56469044296,-0.03421540185,2.01787325760501,0,,,,,,,,,,,,,,233.709235739108,,
1.675,2.084047476105,0.51565719296,0.11288434815,2.14986025112524,0,,,,,,,,,,,,,,233.709235739108,,
1.685,1.936947726105,0.41759069296,0.01481784815,1.9815065099903,0,,,,,,,,,,,,,,233.709235739108,,
1.695,1.985980976105,0.760823442960001,-0.18131515185,2.13444323726326,0,,,,,,,,,,,,,,233.709235739108,,
1.704,1.83151280349448,0.728871023663992,0.013336063335,1.97126100988339,0,,,,,,,,,,,,,,233.709235739108,,
1.714,1.985980976105,0.41759069296,0.11288434815,2.03254650632034,0,,,,,,,,,,,,,,233.709235739108,,
1.724,1.985980976105,0.46662394296,-0.03421540185,2.04035022369158,0,,,,,,,,,,,,,,233.709235739108,,
1.734,1.936947726105,0.711790192960001,-0.13228190185,2.06782742848972,0,,,,,,,,,,,,,,233.709235739108,,
1.745,2.23851564871552,0.405413187256004,0.070236207965001,2.27601522113861,0,,,,,,,,,,,,,,233.709235739108,,
1.755,1.98598097610496,0.123391192959997,0.161917598149996,1.9963875206336,0,,,,,,,,,,,,,,233.709235739108,,
1.765,2.084047476105,0.51565719296,-0.03421540185,2.14716718423014,0,,,,,,,,,,,,,,233.709235739108,,
1.775,2.329213726105,0.56469044296,-0.13228190185,2.40033547234618,0,,,,,,,,,,,,,,233.709235739108,,
1.785,2.133080726105,0.31952419296,0.01481784815,2.15693037963472,0,,,,,,,,,,,,,,233.709235739108,,
1.794,1.78738287849452,0.331701698664004,0.233985688335003,1.83289739854078,0,,,,,,,,,,,,,,233.709235739108,,
1.804,2.084047476105,0.36855744296,0.25998409815,2.13229458628767,0,,,,,,,,,,,,,,233.709235739108,,
1.814,1.985980976105,0.36855744296,0.11288434815,2.02304174506347,0,,,,,,,,,,,,,,233.709235739108,,
1.824,1.985980976105,0.51565719296,0.16191759815,2.05821283804494,0,,,,,,,,,,,,,,233.709235739108,,
1.835,2.45426194871548,0.567222912255995,0.124172782964999,2.52201554815392,0,,,,,,,,,,,,,,233.709235739108,,
1.845,2.133080726105,0.36855744296,-0.18131515185,2.17226682457111,0,,,,,,,,,,,,,,233.709235739108,,
1.855,1.838881226105,0.41759069296,-0.08324865185,1.88753714893326,0,,,,,,,,,,,,,,233.709235739108,,
1.865,2.133080726105,0.51565719296,0.06385109815,2.19545272949954,0,,,,,,,,,,,,,,233.709235739108,,
1.875,2.329213726105,0.31952419296,-0.08324865185,2.35250135596083,0,,,,,,,,,,,,,,233.709235739108,,
1.885,1.887914476105,0.51565719296,-0.18131515185,1.9654512443784,0,,,,,,,,,,,,,,233.709235739108,,
1.894,1.61086317849448,0.552351323663994,-0.119053711664999,1.70708697811328,0,,,,,,,,,,,,,,233.709235739108,,
1.904,2.035014226105,0.27049094296,-0.08324865185,2.05459937425961,0,,,,,,,,,,,,,,233.709235739108,,
1.914,2.084047476105,0.36855744296,0.11288434815,2.11939409914204,0,,,,,,,,,,,,,,233.709235739108,,
1.924,1.887914476105,0.51565719296,0.01481784815,1.95712620399452,0,,,,,,,,,,,,,,233.709235739108,,
1.934,1.887914476105,0.51565719296,-0.08324865185,1.95883989845343,0,,,,,,,,,,,,,,233.709235739108,,
1.945,2.40032537371553,0.405413187256004,0.178109357965002,2.44082869032187,0,,,,,,,,,,,,,,233.709235739108,,
1.955,2.182113976105,0.27049094296,0.11288434815,2.20171061472515,0,,,,,,,,,,,,,,233.709235739108,,
1.965,1.936947726105,0.56469044296,-0.08324865185,2.01929991038195,0,,,,,,,,,,,,,,233.709235739108,,
1.975,1.936947726105,0.61372369296,-0.13228190185,2.03615366967252,0,,,,,,,,,,,,,,233.709235739108,,
1.985,2.133080726105,0.36855744296,-0.08324865185,2.16628675638215,0,,,,,,,,,,,,,,233.709235739108,,
1.995,2.035014226105,0.46662394296,0.01481784815,2.08787939623367,0,,,,,,,,,,,,,,233.709235739108,,
2.006,2.40032537371543,0.729032637255979,0.016299632965,2.50864827425475,0,,,,,,,,,,,,,,233.709235739108,,
2.015,1.87564272849457,0.508221398664019,-0.030793861665001,1.943520747749,0,,,,,,,,,,,,,,233.709235739108,,
2.026,1.91489619871544,0.567222912255983,0.070236207964998,1.99837494203473,0,,,,,,,,,,,,,,233.709235739108,,
2.035,1.87564272849457,0.552351323664021,0.057465988335002,1.95612626625258,0,,,,,,,,,,,,,,233.709235739108,,
2.045,2.18211397610495,0.515657192959989,0.063851098149999,2.24312298104649,0,,,,,,,,,,,,,,233.709235739108,,
2.055,1.88791447610504,0.41759069296001,0.210950848150005,1.94502013261277,0,,,,,,,,,,,,,,233.709235739108,,
2.065,2.08404747610496,0.368557442959992,0.161917598149996,2.12257055948944,0,,,,,,,,,,,,,,233.709235739108,,
2.075,2.18211397610505,0.41759069296001,-0.034215401850001,2.22197526657782,0,,,,,,,,,,,,,,233.709235739108,,
2.084,1.74325295349448,0.464091473663995,-0.030793861665,1.80423391435564,0,,,,,,,,,,,,,,233.709235739108,,
2.095,2.18457907371552,0.459349762256005,0.232045932965002,2.24437814291755,0,,,,,,,,,,,,,,233.709235739108,,
2.105,2.13308072610495,0.417590692959991,0.259984098149994,2.18906534900585,0,,,,,,,,,,,,,,233.709235739108,,
2.114,1.83151280349448,0.508221398663994,-0.030793861665,1.90096722784493,0,,,,,,,,,,,,,,233.709235739108,,
2.125,2.07670592371552,0.675096062256007,-0.253383242035003,2.19833238028577,0,,,,,,,,,,,,,,233.709235739108,,
2.134,1.91977265349448,0.375831623663996,-0.030793861665,1.956457183883,0,,,,,,,,,,,,,,233.709235739108,,
2.144,2.37824697610505,0.270490942960006,0.161917598150004,2.39905009079988,0,,,,,,,,,,,,,,233.709235739108,,
2.155,2.34638879871543,0.513286337255985,-0.145510092034996,2.40627854697559,0,,,,,,,,,,,,,,233.709235739108,,
2.164,1.91977265349457,0.508221398664019,-0.25144348666501,2.00175919084985,0,,,,,,,,,,,,,,110.569731787142,,
2.175,2.34638879871543,0.513286337255985,0.016299632965,2.4019302522733,0,,,,,,,,,,,,,,110.569731787142,,
2.184,1.74325295349457,0.331701698664013,0.145725838335005,1.78050355144902,0,,,,,,,,,,,,,,110.569731787142,,
2.194,2.03501422610496,0.515657192959989,-0.083248651849998,2.10097967128094,0,,,,,,,,,,,,,,110.569731787142,,
2.205,2.29245222371553,0.621159487256007,-0.199446667035002,2.38347546234858,0,,,,,,,,,,,,,,110.569731787142,,
2.215,2.08404747610496,0.368557442959992,0.01481784815,2.11643758236439,0,,,,,,,,,,,,,,110.569731787142,,
2.225,1.93694772610504,0.41759069296001,0.112884348150003,1.98466404123408,0,,,,,,,,,,,,,,110.569731787142,,
2.235,1.83888122610496,0.515657192959989,-0.034215401849999,1.9101196816159,0,,,,,,,,,,,,,,110.569731787142,,
2.245,1.78984797610504,0.564690442960013,-0.034215401850001,1.87712593281896,0,,,,,,,,,,,,,,110.569731787142,,
2.255,1.64274822610496,0.417590692959991,0.01481784815,1.69505849156942,0,,,,,,,,,,,,,,110.569731787142,,
2.265,1.88791447610504,0.41759069296001,0.01481784815,1.93360353344671,0,,,,,,,,,,,,,,110.569731787142,,
2.275,2.08404747610496,0.564690442959988,0.063851098149999,2.1601403060368,0,,,,,,,,,,,,,,110.569731787142,,
2.285,2.08404747610505,0.466623942960011,-0.181315151850004,2.14333081233247,0,,,,,,,,,,,,,,110.569731787142,,
2.294,1.87564272849448,0.243441848663997,-0.163183636664998,1.89840155865675,0,,,,,,,,,,,,,,110.569731787142,,
2.304,2.08404747610496,0.319524192959993,0.112884348149998,2.1114195387472,0,,,,,,,,,,,,,,110.569731787142,,
2.315,2.18457907371552,0.621159487256007,0.070236207965001,2.27225833980937,0,,,,,,,,,,,,,,110.569731787142,,
2.325,1.88791447610504,0.564690442960013,-0.083248651850002,1.97231506192398,0,,,,,,,,,,,,,,110.569731787142,,
2.335,2.13308072610495,0.368557442959992,0.01481784815,2.16473729155883,0,,,,,,,,,,,,,,110.569731787142,,
2.345,2.13308072610505,0.319524192960007,0.210950848150005,2.1671708179797,0,,,,,,,,,,,,,,110.569731787142,,
2.355,1.83888122610496,0.46662394295999,0.309017348149993,1.92216382999017,0,,,,,,,,,,,,,,110.569731787142,,
2.365,2.08404747610505,0.613723692960014,0.161917598150004,2.17856098435434,0,,,,,,,,,,,,,,110.569731787142,,
2.375,2.28018047610495,0.564690442959988,-0.034215401849999,2.34931245127256,0,,,,,,,,,,,,,,110.569731787142,,
2.385,1.98598097610496,0.515657192959989,0.01481784815,2.05188750830204,0,,,,,,,,,,,,,,110.569731787142,,
2.395,1.88791447610504,0.662756942960015,0.01481784815,2.00092163843377,0,,,,,,,,,,,,,,110.569731787142,,
2.405,2.08404747610496,0.662756942959986,-0.083248651849998,2.18847686442785,0,,,,,,,,,,,,,,110.569731787142,,
2.415,2.23114722610505,0.564690442960013,-0.132281901850003,2.30529645435976,0,,,,,,,,,,,,,,110.569731787142,,
2.425,1.98598097610496,0.613723692959987,-0.230348401849995,2.09137217993022,0,,,,,,,,,,,,,,110.569731787142,,
2.435,1.98598097610505,0.515657192960012,-0.083248651850002,2.05352212457947,0,,,,,,,,,,,,,,110.569731787142,,
2.445,2.03501422610496,0.368557442959992,0.063851098149999,2.06910474648958,0,,,,,,,,,,,,,,110.569731787142,,
