Time,Speed,accX,accY,accZ,Magnitude
14.519,1500,-0.07374863,-0.10624176,0.0301511,135.717980433124
14.529,1500,-0.02274863,-0.11824176,-0.0308489,135.717980433124
14.54,1500,-0.00974863,-0.09124176,-0.0048489,135.717980433124
14.55,1500,-0.01974863,-0.04324176,0.0691511,135.717980433124
14.56,1500,0.00425137,-0.05924176,0.0111511,135.717980433124
14.57,1500,-0.08674863,-0.08724176,0.0121511,135.717980433124
14.58,1500,-0.00874863,-0.07524176,0.0161511,135.717980433124
14.59,1500,0.01425137,0.04375824,0.2081511,135.717980433124
14.6,1500,0.30125137,0.01175824,0.0551511,135.717980433124
14.609,1500,0.16225137,-0.08624176,-0.1878489,135.717980433124
14.619,1500,-0.07274863,-0.01424176,0.0521511,135.717980433124
14.629,1500,-0.27574863,-0.06924176,-0.0968489,135.717980433124
14.639,1500,0.09425137,0.00875824,0.0041511,135.717980433124
14.649,1500,0.15625137,-0.05024176,-0.1068489,135.717980433124
14.659,1500,-0.05174863,0.01575824,0.1441511,135.717980433124
14.669,1500,0.07425137,-0.03724176,-0.0908489,135.717980433124
14.679,1500,-0.08774863,-0.03224176,-0.0178489,135.717980433124
14.69,1500,0.08625137,-0.04324176,-0.0788489,135.717980433124
14.7,1500,-0.05774863,0.01275824,0.1091511,135.717980433124
14.71,1500,-0.00974863,-0.10024176,-0.1708489,135.717980433124
14.72,1500,-0.23874863,0.00075824,0.0261511,135.717980433124
14.73,1500,0.23325137,0.09275824,0.1031511,135.717980433124
14.74,1500,-0.19074863,-0.20124176,-0.2108489,135.717980433124
14.75,1500,0.31725137,0.12375824,0.1701511,135.717980433124
14.76,1500,0.07725137,-0.02524176,-0.0618489,135.717980433124
14.769,1500,-0.18774863,-0.05024176,0.0721511,135.717980433124
14.779,1500,0.36025137,0.14275824,0.1591511,135.717980433124
14.789,1500,-0.25174863,-0.19924176,-0.2478489,135.717980433124
14.799,1500,0.18325137,-0.00024176,0.1241511,135.717980433124
14.809,1500,-0.13374863,-0.02024176,0.0261511,135.717980433124
14.819,1500,0.14825137,-0.01024176,0.0471511,135.717980433124
14.83,1500,-0.13474863,-0.04524176,-0.0378489,135.717980433124
14.84,1500,-0.11374863,0.00875824,0.0391511,135.717980433124
14.85,1500,-0.13674863,-0.03824176,-0.1128489,135.717980433124
14.861,1500,-0.03374863,-0.01624176,-0.0358489,135.717980433124
14.87,1500,0.14925137,0.00475824,0.0321511,135.717980433124
14.879,1500,-0.03974863,-0.07824176,-0.1428489,135.717980433124
14.889,1500,0.24325137,0.05075824,0.0721511,135.717980433124
14.9,1500,-0.02474863,0.01675824,0.0091511,135.717980433124
14.909,1500,-0.05174863,-0.03924176,-0.0008489,135.717980433124
14.919,1500,0.11925137,-0.00524176,-0.0218489,135.717980433124
14.93,1500,-0.01174863,-0.00024176,0.0811511,135.717980433124
14.94,1500,-0.11074863,-0.06824176,-0.0898489,135.717980433124
14.95,1500,-0.08774863,-0.05724176,-0.0108489,135.717980433124
14.96,1500,0.23525137,0.01775824,-0.0048489,116.627017270302
14.97,1500,-0.14374863,-0.06124176,-0.0558489,116.627017270302
14.98,1500,0.04525137,0.07575824,0.1611511,116.627017270302
14.99,1500,-0.05674863,-0.06624176,-0.1218489,116.627017270302
15,1500,-0.08574863,-0.03724176,0.0711511,116.627017270302
15.01,1500,0.25625137,0.11675824,0.1431511,116.627017270302
15.02,1500,-0.29074863,-0.14424176,-0.1088489,116.627017270302
15.03,1500,0.10325137,-0.02224176,0.0061511,116.627017270302
15.04,1500,0.04825137,0.05375824,0.0101511,116.627017270302
15.05,1500,-0.32274863,-0.10424176,-0.0748489,116.627017270302
15.06,1500,0.11025137,0.04775824,0.0881511,116.627017270302
15.069,1500,-0.02674863,-0.06924176,-0.0588489,116.627017270302
15.079,1500,-0.02174863,-0.03524176,0.0171511,116.627017270302
15.089,1500,-0.11174863,-0.03424176,-0.0118489,116.627017270302
15.099,1500,0.12025137,-0.01024176,-0.0498489,116.627017270302
15.109,1500,-0.17674863,-0.02024176,0.0221511,116.627017270302
15.119,1500,0.11525137,-0.05124176,-0.0718489,116.627017270302
15.13,1500,0.08025137,-0.05324176,-0.0158489,116.627017270302
15.14,1500,0.00125137,0.04975824,0.1551511,116.627017270302
15.15,1500,-0.11174863,-0.10024176,-0.1838489,116.627017270302
15.16,1500,0.05425137,0.03575824,0.0761511,116.627017270302
15.17,1500,0.01625137,-0.09624176,-0.1698489,116.627017270302
15.18,1500,-0.22574863,-0.08224176,-0.0248489,116.627017270302
15.19,1500,0.31725137,0.01875824,0.0541511,116.627017270302
15.199,1500,-0.22874863,0.00075824,0.0311511,116.627017270302
15.209,1500,0.09225137,-0.01524176,-0.0528489,116.627017270302
15.219,1500,-0.02274863,0.02375824,0.0451511,116.627017270302
15.23,1500,0.07925137,-0.01124176,0.0181511,116.627017270302
15.239,1500,0.29625137,-0.02124176,-0.0758489,116.627017270302
15.249,1500,-0.05974863,-0.00824176,0.0751511,116.627017270302
15.259,1500,0.11925137,-0.03624176,-0.0218489,116.627017270302
15.27,1500,-0.11174863,-0.00324176,0.0391511,116.627017270302
15.28,1500,0.10525137,-0.04624176,-0.0028489,116.627017270302
15.29,1500,-0.05074863,-0.04424176,-0.0258489,116.627017270302
15.3,1500,-0.02074863,-0.01724176,0.0171511,116.627017270302
15.31,1500,-0.22274863,0.05275824,0.0211511,116.627017270302
15.32,1500,-0.22274863,-0.03324176,-0.0288489,116.627017270302
15.33,1500,0.12125137,-0.00624176,-0.0998489,116.627017270302
15.339,1500,0.00725137,0.08975824,0.1001511,116.627017270302
15.349,1500,0.21825137,0.02775824,0.0341511,116.627017270302
15.36,1500,-0.27074863,-0.13224176,-0.2588489,116.627017270302
15.37,1500,0.18725137,0.00675824,-0.0948489,116.627017270302
15.38,1500,0.01725137,0.00375824,-0.0258489,116.627017270302
15.391,1500,-0.00474863,-0.01424176,-0.1218489,116.627017270302
15.4,1500,-0.31574863,-0.00524176,-0.0268489,116.627017270302
15.41,1500,-0.02574863,0.04175824,0.0061511,116.627017270302
15.419,1500,-0.00674863,0.01975824,-0.0598489,116.627017270302
15.43,1500,0.03625137,0.04375824,-0.0388489,116.627017270302
15.439,1500,0.02425137,0.02575824,-0.0378489,116.627017270302
15.45,1500,0.00825137,0.03075824,-0.0188489,116.627017270302
15.46,1500,0.01725137,0.04775824,0.0211511,116.627017270302
15.469,1500,0.03525137,0.03075824,-0.0078489,116.627017270302
15.479,1500,0.01425137,0.01975824,0.0021511,116.627017270302
15.489,1500,0.01125137,0.01075824,0.0121511,73.2025429630958
15.499,1500,-0.00374863,0.01375824,-0.0068489,73.2025429630958
15.51,1500,0.01125137,0.01375824,-0.0018489,73.2025429630958
15.52,1500,0.00425137,-0.00224176,-0.0038489,73.2025429630958
15.53,1500,-0.00874863,-0.02324176,0.0001511,73.2025429630958
15.54,1500,-0.02774863,-0.05424176,-0.0008489,73.2025429630958
15.55,1500,-0.03274863,-0.10824176,0.0041511,73.2025429630958
15.56,1500,-0.02074863,-0.16224176,0.0051511,73.2025429630958
15.57,1500,-0.05474863,-0.21224176,0.0051511,73.2025429630958
15.579,1500,-0.06174863,-0.27424176,0.0081511,73.2025429630958
15.589,1500,-0.11074863,-0.34524176,0.0361511,73.2025429630958
15.6,1500,-0.12574863,-0.35424176,0.0151511,73.2025429630958
15.61,1500,-0.14274863,-0.38524176,0.0181511,73.2025429630958
15.62,1500,0.00125137,-0.35124176,0.0211511,73.2025429630958
15.63,1500,0.05325137,-0.29424176,-0.0528489,73.2025429630958
15.64,1500,-0.04374863,-0.29424176,0.0321511,73.2025429630958
15.65,1500,-0.05674863,-0.21524176,0.0001511,73.2025429630958
15.66,1500,0.01625137,-0.07924176,0.0671511,73.2025429630958
15.67,1500,-0.06874863,-0.07524176,-0.0248489,73.2025429630958
15.68,1500,0.01425137,0.03475824,0.1091511,73.2025429630958
15.69,1500,-0.12574863,-0.08824176,-0.0128489,73.2025429630958
15.7,1500,-0.12474863,-0.12324176,-0.1908489,73.2025429630958
15.71,1500,-0.13074863,-0.03224176,0.0311511,73.2025429630958
15.72,1500,-0.03074863,-0.02724176,-0.0208489,73.2025429630958
15.729,1500,-0.02874863,0.02675824,0.0281511,73.2025429630958
15.74,1500,-0.05974863,0.05575824,-0.0218489,73.2025429630958
15.75,1500,-0.03074863,-0.04024176,-0.0078489,73.2025429630958
15.76,1500,-0.01874863,-0.08224176,-0.0608489,73.2025429630958
15.77,1500,-0.09374863,-0.02624176,-0.0208489,73.2025429630958
15.78,1500,0.01925137,0.00675824,-0.0538489,73.2025429630958
15.79,1500,-0.02674863,0.07675824,0.0031511,73.2025429630958
15.8,1500,0.01325137,0.10975824,-0.0968489,73.2025429630958
15.81,1500,0.03925137,0.07375824,-0.0288489,73.2025429630958
15.819,1500,0.00325137,-0.03724176,-0.0428489,73.2025429630958
15.829,1500,0.06725137,-0.06924176,0.0201511,73.2025429630958
15.84,1500,0.02425137,-0.01324176,-0.0538489,73.2025429630958
15.85,1500,0.02125137,0.10475824,-0.0258489,73.2025429630958
15.86,1500,0.11925137,0.22475824,-0.0448489,73.2025429630958
15.87,1500,0.12125137,0.30675824,-0.0268489,73.2025429630958
15.88,1500,0.07425137,0.26675824,-0.0108489,73.2025429630958
15.89,1500,0.20925137,0.22175824,0.0011511,73.2025429630958
15.9,1500,0.13425137,0.21175824,-0.0008489,73.2025429630958
15.91,1500,0.11425137,0.24275824,0.0021511,73.2025429630958
15.92,1500,0.20325137,0.26775824,-0.0418489,73.2025429630958
15.93,1500,0.20025137,0.28075824,-0.0218489,73.2025429630958
15.94,1500,0.14025137,0.21975824,-0.0148489,73.2025429630958
15.95,1500,0.12725137,0.17575824,0.0121511,73.2025429630958
15.96,1500,0.05825137,0.10875824,0.0151511,73.2025429630958
15.97,1500,0.04625137,0.04875824,-0.0098489,73.2025429630958
15.98,1500,0.04425137,0.01475824,-0.0258489,73.2025429630958
15.99,1500,0.04625137,0.01175824,-0.0168489,73.2025429630958
16,1500,0.02325137,0.00375824,-0.0008489,207.356313719451
16.01,1500,-0.01774863,-0.02224176,0.0181511,207.356313719451
16.02,1500,-0.07574863,-0.10024176,0.0091511,207.356313719451
16.03,1500,-0.12174863,-0.21324176,-0.0408489,207.356313719451
16.04,1500,-0.08374863,-0.26324176,0.0131511,207.356313719451
16.05,1500,-0.05774863,-0.31224176,0.0311511,207.356313719451
16.06,1500,-0.02474863,-0.31724176,0.0461511,207.356313719451
16.07,1500,-0.08074863,-0.31924176,0.0201511,207.356313719451
16.08,1500,-0.14874863,-0.30924176,0.0441511,207.356313719451
16.09,1500,-0.06074863,-0.28824176,0.0381511,207.356313719451
16.1,1500,-0.10874863,-0.25124176,0.0411511,207.356313719451
16.11,1500,-0.17774863,-0.25524176,0.0501511,207.356313719451
16.12,1500,-0.15974863,-0.23224176,-0.0528489,207.356313719451
16.13,1500,0.00425137,-0.17524176,0.0011511,207.356313719451
16.14,1500,-0.07174863,-0.04024176,0.1251511,207.356313719451
16.15,1500,-0.22474863,-0.09224176,-0.0808489,207.356313719451
16.16,1500,0.03425137,0.07275824,0.1001511,207.356313719451
16.17,1500,-0.08474863,-0.09324176,-0.1048489,207.356313719451
16.18,1500,-0.13674863,-0.09324176,0.0041511,207.356313719451
16.19,1500,-0.08174863,-0.03124176,0.0771511,207.356313719451
16.2,1500,-0.22274863,-0.06424176,0.0291511,207.356313719451
16.21,1500,-0.00574863,0.05675824,0.0861511,207.356313719451
16.22,1500,0.09925137,0.18075824,0.2191511,207.356313719451
16.23,1500,0.22725137,0.10675824,-0.0618489,207.356313719451
16.24,1500,-0.11474863,-0.04824176,-0.0578489,207.356313719451
16.25,1500,-0.18274863,-0.11824176,-0.0688489,207.356313719451
16.261,1500,0.05625137,-0.04724176,0.0331511,207.356313719451
16.27,1500,-0.04074863,0.02575824,0.1041511,207.356313719451
16.281,1500,0.00925137,0.10775824,0.0631511,207.356313719451
16.291,1500,0.03825137,0.13875824,0.0061511,207.356313719451
16.301,1500,-0.01574863,0.10875824,0.0961511,207.356313719451
16.31,1500,0.03825137,-0.01824176,-0.0378489,207.356313719451
16.32,1500,-0.08474863,-0.05724176,-0.0948489,207.356313719451
16.33,1500,0.06025137,0.13475824,0.0321511,207.356313719451
16.34,1500,0.06725137,0.19775824,-0.0418489,207.356313719451
16.35,1500,0.26625137,0.34675824,0.0531511,207.356313719451
16.36,1500,0.16625137,0.35675824,-0.0098489,207.356313719451
16.37,1500,0.15425137,0.30775824,0.0021511,207.356313719451
16.38,1500,0.08025137,0.25375824,-0.0508489,207.356313719451
16.39,1500,0.23725137,0.28275824,-0.0308489,207.356313719451
16.4,1500,0.11925137,0.16775824,-0.0188489,207.356313719451
16.41,1500,0.11425137,0.17475824,0.0111511,207.356313719451
16.42,1500,0.16525137,0.20675824,-0.0058489,207.356313719451
16.43,1500,0.11125137,0.19175824,-0.0158489,207.356313719451
16.441,1500,0.07225137,0.14375824,-0.0138489,207.356313719451
16.45,1500,0.06625137,0.05975824,0.0121511,207.356313719451
16.46,1500,0.04325137,-0.00124176,0.0031511,207.356313719451
16.47,1500,-0.00874863,-0.01424176,-0.0108489,207.356313719451
16.481,1500,-0.00474863,0.01475824,-0.0128489,207.356313719451
16.49,1500,0.00725137,0.02975824,0.0091511,207.356313719451
16.5,1500,0.00725137,0.03375824,0.0141511,207.356313719451
16.511,1500,-0.00474863,0.01375824,0.0051511,207.356313719451
16.521,1500,-0.00274863,-0.00924176,-0.0068489,207.356313719451
16.531,1500,-0.00374863,-0.02024176,-0.0028489,189.060366464118
16.541,1500,0.00425137,-0.02824176,0.0041511,189.060366464118
16.55,1500,0.01825137,-0.00424176,0.0001511,189.060366464118
16.56,1500,0.00525137,0.00375824,0.0001511,189.060366464118
16.57,1500,0.00125137,-0.04424176,0.0071511,189.060366464118
16.58,1500,-0.01074863,-0.11524176,0.0141511,189.060366464118
16.59,1500,-0.04374863,-0.16724176,0.0151511,189.060366464118
16.6,1500,-0.06274863,-0.23624176,0.0131511,189.060366464118
16.61,1500,-0.07674863,-0.29024176,0.0191511,189.060366464118
16.62,1500,-0.08174863,-0.34324176,-0.0018489,189.060366464118
16.63,1500,-0.13674863,-0.36524176,0.0151511,189.060366464118
16.64,1500,-0.08674863,-0.32124176,0.0111511,189.060366464118
16.65,1500,-0.13474863,-0.37024176,0.0921511,189.060366464118
16.66,1500,-0.21274863,-0.26124176,0.1531511,189.060366464118
