1,641.55,0,0,1727.64,4,0.0,0.0,0.0
2,631.98,0,0,1703.1,4,0.0,0.0,0.0
3,688.05,0,0,1099.54,4,0.0,0.0,0.0
4,694.42,0,0,1128.91,4,0.0,0.0,0.0
5,665.4,0,0,1077.88,4,0.0,0.0,0.0
6,696.0,0,0,1113.01,4,0.0,0.0,0.0
7,675.3,0,0,1094.88,4,0.0,0.0,0.0
8,656.97,0,0,1088.02,4,0.0,0.0,0.0
9,685.49,0,0,1090.33,4,0.0,0.0,0.0
10,675.3,0,0,1078.06,4,0.0,0.0,0.0
11,665.4,0,0,1105.26,4,0.0,0.0,0.0
12,685.49,0,0,1109.02,4,0.0,0.0,0.0
13,676.59,0,0,1093.93,4,0.0,0.0,0.0
14,665.4,0,0,1144.92,4,0.0,0.0,0.0
15,676.59,0,0,1187.75,4,0.0,0.0,0.0
16,666.64,0,0,1128.99,4,0.0,0.0,0.0
17,666.64,0,0,1092.48,4,0.0,0.0,0.0
18,705.17,0,0,1133.89,4,0.0,0.0,0.0
19,699.27,0,0,1376.32,4,0.0,0.0,0.0
20,593.41,0,0,1337.4,4,0.0,0.0,0.0
21,629.57,0,0,1108.33,4,0.0,0.0,0.0
22,660.86,0,0,1153.76,4,0.0,0.0,0.0
23,898.92,0,0,1210.34,4,0.0,0.0,0.0
24,898.92,0,0,421.05,4,0.0,0.0,0.0
25,841.41,0,0,1221.05,4,0.0,0.0,0.0
26,841.41,0,0,373.67,4,0.0,0.0,0.0
27,1188.27,500,500,1173.67,2,0.0,0.0,0.0
28,1047.23,0,0,1162.9,4,0.0,0.0,0.0
29,1260.24,500,500,1114.89,2,0.0,0.0,0.0
30,1260.24,500,500,341.35,2,0.0,0.0,0.0
31,1094.2,0,0,1141.35,4,0.0,0.0,0.0
32,1153.01,500,500,1151.44,2,0.0,0.0,0.0
33,1153.01,500,500,304.08,2,0.0,0.0,0.0
34,1219.75,500,500,1104.08,2,0.0,0.0,0.0
35,1219.75,500,500,338.63,2,0.0,0.0,0.0
36,1211.75,500,500,1138.63,2,0.0,0.0,0.0
37,1249.5,500,500,1116.04,2,0.0,0.0,0.0
38,1249.5,500,500,1119.02,2,0.0,0.0,0.0
39,1124.2,0,0,1137.62,4,0.0,0.0,0.0
40,1095.82,500,500,1087.92,2,0.0,0.0,0.0
41,1069.79,0,0,1075.59,4,0.0,0.0,0.0
42,1095.82,0,0,1096.63,4,0.0,0.0,0.0
43,1215.73,500,500,1108.61,2,0.0,0.0,0.0
44,1124.55,500,500,1119.34,2,0.0,0.0,0.0
45,1177.23,500,500,1100.07,2,0.0,0.0,0.0
46,1448.77,750,750,1087.24,1,0.0,0.0,0.0
47,1226.53,0,0,1334.85,4,0.0,0.0,0.0
48,899.46,0,0,1098.28,4,0.0,0.0,0.0
49,895.17,0,0,1232.42,4,0.0,0.0,0.0
50,877.79,0,0,1263.82,4,0.0,0.0,0.0
51,861.07,0,0,1181.78,4,0.0,0.0,0.0
52,875.96,0,0,1072.73,4,0.0,0.0,0.0
53,861.07,0,0,1086.64,4,0.0,0.0,0.0
54,1063.49,0,0,1137.54,4,0.0,0.0,0.0
55,846.16,0,0,1370.37,4,0.0,0.0,0.0
56,831.01,0,0,1621.09,4,0.0,0.0,0.0
57,904.54,0,0,1115.51,4,0.0,0.0,0.0
58,854.67,0,0,1073.1,4,0.0,0.0,0.0
59,917.43,0,0,1697.73,4,0.0,0.0,0.0
60,917.43,0,0,825.37,4,0.0,0.0,0.0
61,937.12,0,0,1625.37,4,0.0,0.0,0.0
62,936.31,0,0,1194.51,4,0.0,0.0,0.0
63,916.28,0,0,1072.89,4,0.0,0.0,0.0
64,916.28,0,0,276.72,4,0.0,0.0,0.0
65,660.86,0,0,1076.72,4,0.0,0.0,0.0
66,660.86,0,0,630.65,4,0.0,0.0,0.0
67,1144.02,0,0,1430.65,4,0.0,0.0,0.0
68,1320.72,0,0,1370.66,4,0.0,0.0,0.0
69,1284.68,0,0,1368.18,4,0.0,0.0,0.0
70,1249.02,750,750,1092.34,1,0.0,0.0,0.0
71,1249.02,0,0,1326.6,4,0.0,0.0,0.0
72,1322.43,750,750,1090.3,1,0.0,0.0,0.0
73,1284.68,750,750,1093.02,1,0.0,0.0,0.0
74,1180.07,500,500,1145.84,2,0.0,0.0,0.0
75,803.12,0,0,1215.97,4,0.0,0.0,0.0
76,882.0,0,0,1631.31,4,0.0,0.0,0.0
77,936.31,0,0,1150.0,4,0.0,0.0,0.0
78,977.64,0,0,1274.87,4,0.0,0.0,0.0
79,977.64,0,0,451.02,4,0.0,0.0,0.0
80,1208.69,0,0,1251.02,4,0.0,0.0,0.0
