23:31:18,0,0,0
23:31:19,0,0,0
23:31:19,0,0,0
23:31:19,0,0,0
23:31:19,0,0,0
23:31:19,0,0,0
23:31:19,0,0,0
23:31:19,0,0,0
23:31:19,0,0,0
23:31:20,0,0,0
23:31:20,0,0,0
23:31:20,0,0,0
23:31:20,0,0,0
23:31:20,0,0,0
23:31:20,0,0,0
23:31:20,0,0,0
23:31:20,0,0,0
23:31:20,0,0,0
23:31:21,0,0,0
23:31:21,0,0,0
23:31:21,0,0,0
23:31:21,0,0,0
23:31:21,0,0,0
23:31:21,0,0,0
23:31:21,0,0,0
23:31:21,0,0,0
23:31:21,0,0,0
23:31:22,0,0,0
23:31:22,0,0,0
23:31:22,0,0,0
23:31:22,0,0,0
23:31:22,0,0,0
23:31:22,0,0,0
23:31:22,0,0,0
23:31:22,0,0,0
23:31:23,0,0,0
23:31:23,0,0,0
23:31:23,0,0,0
23:31:23,0,0,0
23:31:23,0,0,0
23:31:23,0,0,0
23:31:23,0,0,0
23:31:23,0,0,0
23:31:23,0,0,0
23:31:24,0,0,0
23:31:24,0,0,0
23:31:24,0,0,0
23:31:24,0,0,0
23:31:24,0,0,0
23:31:24,0,0,0
23:31:24,0,0,0
23:31:24,0,0,0
23:31:24,0,0,0
23:31:25,0,0,0
23:31:25,0,0,0
23:31:25,0,0,0
23:31:25,0,0,0
23:31:25,0,0,0
23:31:25,9.8,0,0
23:31:25,37.2,0,0
23:31:25,37.2,0,0
23:31:25,66.01,0,0
23:31:26,96.33,0,0
23:31:26,96.33,0,0
23:31:26,128.29,0,0
23:31:26,128.29,0,0
23:31:26,162.02,0,0
23:31:26,197.68,0,0
23:31:26,233.72,0,0
23:31:26,235.43,0,0
23:31:26,275.46,0,0
23:31:27,275.46,0,0
23:31:27,318.0,200,0
23:31:27,316.393,200,0
23:31:27,310.469,200,0
23:31:27,350.476,200,0
23:31:27,337.134,200,0
23:31:27,380.726,200,0
23:31:28,376.504,200,0
23:31:28,425.067,200,0
23:31:28,422.64,200,0
23:31:28,475.385,200,0
23:31:28,475.381,200,0
23:31:28,475.381,200,0
23:31:28,474.277,200,0
23:31:28,531.696,200,0
23:31:29,593.618,200,0
23:31:29,661.247,200,0
23:31:29,592.383,200,0
23:31:29,659.539,200,0
23:31:29,659.354,200,0
23:31:29,660.993,200,0
23:31:29,661.575,200,0
23:31:29,661.14,200,0
23:31:29,737.436,200,0
23:31:30,738.993,200,0
23:31:30,824.043,400,0
23:31:30,827.236,400,0
23:31:30,828.282,400,0
23:31:30,920.171,400,0
23:31:30,922.805,400,0
23:31:30,925.105,400,0
23:31:30,925.105,400,0
23:31:30,923.796,400,0
23:31:31,931.287,400,0
23:31:31,1038.147,400,0
23:31:31,1048.916,400,0
23:31:31,1063.326,400,0
23:31:31,1077.964,400,0
23:31:31,1093.942,400,0
23:31:31,1216.556,400,0
23:31:31,1233.025,400,0
23:31:31,1249.106,400,0
23:31:32,1264.404,400,0
23:31:32,1286.062,400,0
23:31:32,1422.527,400,0
23:31:32,1439.207,400,0
23:31:32,1441.725,400,0
23:31:32,1441.725,400,0
23:31:32,1447.985,400,0
23:31:32,1475.997,400,0
23:31:33,1501.447,800,0
23:31:33,1530.137,800,0
23:31:33,1557.981,800,0
23:31:33,1588.81,800,0
23:31:33,1602.155,800,0
23:31:33,1600.903,800,0
23:31:33,1597.128,800,0
23:31:33,1594.418,800,0
23:31:33,1594.146,800,0
23:31:34,1594.146,800,0
23:31:34,1593.707,800,0
23:31:34,1591.964,800,0
23:31:34,1591.13,800,0
23:31:34,1591.128,800,0
23:31:34,1590.836,800,0
23:31:34,1590.509,800,0
23:31:34,1590.508,800,0
23:31:34,1590.505,800,0
23:31:35,1590.856,800,0
23:31:35,1591.04,800,0
23:31:35,1591.04,800,0
23:31:35,1591.39,800,0
23:31:35,1592.623,800,0
23:31:35,1592.694,800,0
23:31:35,1592.695,800,0
23:31:35,1593.924,800,0
23:31:35,1595.511,800,0
23:31:36,1595.511,800,0
23:31:36,1596.499,800,0
23:31:36,1599.318,800,0
23:31:36,1599.425,800,0
23:31:36,1599.428,800,0
23:31:36,1602.219,800,0
23:31:36,1604.523,800,0
23:31:36,1604.523,800,0
23:31:37,1603.314,800,0
23:31:37,1592.055,800,0
23:31:37,1593.708,800,0
23:31:37,1584.539,800,0
23:31:37,1582.7,800,0
23:31:37,1575.911,800,0
23:31:37,1570.375,800,0
23:31:37,1567.646,800,0
23:31:38,1561.615,800,0
23:31:38,1559.937,800,0
23:31:38,1552.756,800,0
23:31:38,1551.883,800,0
23:31:38,1546.117,800,0
23:31:38,1543.772,800,0
23:31:38,1539.98,800,0
23:31:38,1535.561,800,0
23:31:38,1534.365,800,0
23:31:39,1529.349,800,0
23:31:39,1527.882,800,0
23:31:39,1524.791,800,0
23:31:39,1522.061,800,0
23:31:39,1520.821,800,0
23:31:39,1517.44,800,0
23:31:39,1516.776,800,0
23:31:39,1514.589,800,0
23:31:40,1512.961,800,0
23:31:40,1512.297,800,0
23:31:40,1510.852,800,0
23:31:40,1510.489,800,0
23:31:40,1509.292,800,0
