21:56:14,487,0,0,0
21:56:14,609,0,0,0
21:56:14,635,0,0,0
21:56:14,649,0,0,0
21:56:14,675,0,0,0
21:56:14,723,0,0,0
21:56:14,763,0,0,0
21:56:14,802,0,0,0
21:56:14,843,0,0,0
21:56:14,881,0,0,0
21:56:14,923,0,0,0
21:56:14,961,0,0,0
21:56:15,3,0,0,0
21:56:15,35,0,0,0
21:56:15,71,0,0,0
21:56:15,103,0,0,0
21:56:15,135,0,0,0
21:56:15,171,0,0,0
21:56:15,198,0,0,0
21:56:15,240,0,0,0
21:56:15,271,0,0,0
21:56:15,304,0,0,0
21:56:15,335,0,0,0
21:56:15,510,0,0,0
21:56:15,533,0,0,0
21:56:15,546,0,0,0
21:56:15,557,0,0,0
21:56:15,572,0,0,0
21:56:15,585,0,0,0
21:56:15,602,0,0,0
21:56:15,634,0,0,0
21:56:15,670,0,0,0
21:56:15,704,0,0,0
21:56:15,736,0,0,0
21:56:15,770,0,0,0
21:56:15,804,0,0,0
21:56:15,834,0,0,0
21:56:15,872,0,0,0
21:56:15,903,0,0,0
21:56:15,942,0,0,0
21:56:15,977,0,0,0
21:56:16,11,0,0,0
21:56:16,41,0,0,0
21:56:16,71,0,0,0
21:56:16,103,0,0,0
21:56:16,135,0,0,0
21:56:16,172,0,0,0
21:56:16,204,0,0,0
21:56:16,233,0,0,0
21:56:16,270,0,0,0
21:56:16,300,0,0,0
21:56:16,339,0,0,0
21:56:16,369,0,0,0
21:56:16,404,0,0,0
21:56:16,436,0,0,0
21:56:16,471,0,0,0
21:56:16,502,0,0,0
21:56:16,534,0,0,0
21:56:16,571,0,0,0
21:56:16,602,0,0,0
21:56:16,636,0,0,0
21:56:16,670,0,0,0
21:56:16,702,0,0,0
21:56:16,734,0,0,0
21:56:16,771,0,0,0
21:56:16,803,0,0,0
21:56:16,835,0,0,0
21:56:16,869,0,0,0
21:56:16,903,0,0,0
21:56:16,936,0,0,0
21:56:16,971,0,0,0
21:56:17,2,0,0,0
21:56:17,35,0,0,0
21:56:17,71,0,0,0
21:56:17,102,0,0,0
21:56:17,135,0,0,0
21:56:17,172,0,0,0
21:56:17,200,0,0,0
21:56:17,235,0,0,0
21:56:17,270,0,0,0
21:56:17,303,0,0,0
21:56:17,334,0,0,0
21:56:17,368,0,0,0
21:56:17,401,0,0,0
21:56:17,432,0,0,0
21:56:17,471,0,0,0
21:56:17,502,0,0,0
21:56:17,535,0,0,0
21:56:17,569,0,0,0
21:56:17,599,0,0,0
21:56:17,638,0,0,0
21:56:17,668,0,0,0
21:56:17,702,0,0,0
21:56:17,735,0,0,0
21:56:17,768,0,0,0
21:56:17,803,0,0,0
21:56:17,836,0,0,0
21:56:17,863,0,0,0
21:56:17,900,0,0,0
21:56:17,935,0,0,0
21:56:17,966,0,0,0
21:56:18,3,0,0,0
21:56:18,37,0,0,0
21:56:18,66,0,0,0
21:56:18,103,0,0,0
21:56:18,136,0,0,0
21:56:18,167,0,0,0
21:56:18,203,0,0,0
21:56:18,236,0,0,0
21:56:18,267,0,0,0
21:56:18,303,0,0,0
21:56:18,335,0,0,0
21:56:18,364,0,0,0
21:56:18,403,0,0,0
21:56:18,434,0,0,0
21:56:18,468,0,0,0
21:56:18,504,0,0,0
21:56:18,537,0,0,0
21:56:18,792,984.96,4,800
21:56:19,10,796.46,3,566
21:56:19,183,796.46,3,566
21:56:19,393,891.84,4,800
21:56:19,617,879.69,4,800
21:56:19,839,785.29,3,533
21:56:20,58,729.5,3,368
21:56:20,271,710.66,3,312
21:56:20,491,813.6,3,617
21:56:20,712,812.49,3,613
21:56:20,919,1019.79,4,800
21:56:21,128,1674.98,4,800
21:56:21,344,1714.34,4,800
21:56:21,563,2174.22,4,800
21:56:21,776,1699.6,4,800
21:56:21,997,1365.4,4,800
21:56:22,14,1365.4,4,800
21:56:22,238,1747.84,4,800
21:56:22,455,1614.86,4,800
21:56:22,653,1822.62,4,800
21:56:22,856,1986.24,4,800
21:56:23,75,2070.47,4,800
21:56:23,293,2070.47,4,800
21:56:23,503,2033.75,4,800
21:56:23,711,1961.66,4,800
21:56:23,922,1798.75,4,800
21:56:24,143,1809.78,4,800
21:56:24,345,1903.89,4,800
21:56:24,567,2089.58,4,800
21:56:24,792,1975.89,4,800
21:56:24,994,1975.89,4,800
21:56:25,198,2174.22,4,800
21:56:25,411,2070.47,4,800
21:56:25,617,2070.47,4,800
21:56:25,826,2070.47,4,800
21:56:26,44,2070.47,4,800
21:56:26,253,2070.47,4,800
21:56:26,469,2070.47,4,800
21:56:26,674,2070.47,4,800
21:56:26,894,2054.17,4,800
21:56:27,104,2070.47,4,800
21:56:27,316,1975.89,4,800
21:56:27,532,2070.47,4,800
21:56:27,750,2054.17,4,800
21:56:27,963,2174.22,4,800
21:56:28,175,2155.42,4,800
21:56:28,381,2155.42,4,800
21:56:28,603,2033.75,4,800
21:56:28,796,2054.17,4,800
21:56:29,0,2054.17,4,800
21:56:29,206,2054.17,4,800
21:56:29,411,2054.17,4,800
21:56:29,625,1975.89,4,800
21:56:29,843,1975.89,4,800
21:56:30,53,1986.24,4,800
21:56:30,427,1889.31,4,800
21:56:30,633,1809.78,4,800
21:56:30,887,1889.31,4,800
21:56:31,95,1817.78,4,800
21:56:31,303,1674.98,4,800
21:56:31,515,1398.02,4,800
21:56:31,722,1398.02,4,800
21:56:31,929,1446.08,4,800
21:56:32,133,1352.95,4,800
21:56:32,345,1500.18,4,800
21:56:32,551,1400.28,4,800
21:56:32,774,1233.11,4,800
21:56:32,987,1312.46,4,800
21:56:33,198,1441.96,4,800
21:56:33,407,1355.0,4,800
21:56:33,621,1127.23,4,800
21:56:33,835,1150.05,4,800
21:56:34,51,1187.62,4,800
21:56:34,268,1161.75,4,800
21:56:34,482,1303.19,4,800
21:56:34,690,1344.83,4,800
21:56:34,894,1344.83,4,800
21:56:35,111,1297.71,4,800
21:56:35,327,1222.28,4,800
21:56:35,544,1187.62,4,800
21:56:35,762,1065.87,4,800
21:56:35,975,989.09,4,800
21:56:36,188,965.78,4,800
21:56:36,405,962.94,4,800
21:56:36,614,1013.49,4,800
21:56:36,822,1065.87,4,800
21:56:37,42,1127.23,4,800
21:56:37,243,1191.86,4,800
21:56:37,456,1297.71,4,800
21:56:37,668,1349.55,4,800
21:56:37,886,1394.29,4,800
21:56:38,98,1441.96,4,800
21:56:38,300,1436.25,4,800
21:56:38,518,1303.19,4,800
21:56:38,740,1226.89,4,800
21:56:38,957,1127.23,4,800
21:56:39,169,1039.05,4,800
21:56:39,379,965.78,4,800
21:56:39,579,959.62,4,800
21:56:39,810,1010.24,4,800
21:56:40,19,1089.97,4,800
21:56:40,233,1154.78,4,800
21:56:40,403,1154.78,4,800
21:56:40,605,1263.94,4,800
21:56:40,813,1398.02,4,800
21:56:41,18,1547.36,4,800
21:56:41,228,1547.36,4,800
21:56:41,444,1486.56,4,800
21:56:41,649,1382.52,4,800
21:56:42,18,1344.83,4,800
21:56:42,228,1382.52,4,800
21:56:42,464,1245.82,4,800
21:56:42,680,1274.72,4,800
21:56:42,900,1303.19,4,800
21:56:43,98,1274.72,4,800
21:56:43,324,1245.82,4,800
21:56:43,533,1283.42,4,800
