Time,Speed,accX,accY,accZ,velocity_magnitude
0.076,1500,0.02125137,0.00575824,0.0011511,0
0.09,1500,0.02425137,0.00875824,0.0001511,0
0.1,1500,0.02325137,0.00375824,-0.0008489,0
0.11,1500,0.02025137,0.00075824,-0.0008489,0
0.12,1500,0.02225137,0.00875824,0.0001511,0
0.13,1500,0.02125137,0.00575824,-0.0008489,0
0.14,1500,0.02325137,-0.00124176,0.0031511,0
0.15,1500,0.02525137,0.00775824,0.0001511,0
0.16,1500,0.02125137,0.00775824,-0.0058489,0
0.17,1500,0.02025137,0.00375824,-0.0038489,0
0.18,1500,0.02625137,0.00375824,-0.0008489,0
0.19,1500,0.02425137,0.00675824,-0.0008489,0
0.2,1500,0.01925137,0.00375824,0.0011511,0
0.21,1500,0.02125137,0.00575824,-0.0048489,0
0.22,1500,0.02525137,0.00375824,-0.0008489,0
0.231,1500,0.02425137,0.00775824,-0.0038489,0
0.241,1500,0.01825137,0.00675824,-0.0048489,0
0.251,1500,0.02525137,0.00475824,0.0021511,0
0.261,1500,0.02325137,0.00275824,0.0031511,0
0.271,1500,0.01925137,0.00275824,-0.0038489,0
0.281,1500,0.02325137,0.00875824,-0.0048489,0
0.29,1500,0.02425137,0.00575824,0.0021511,0
0.3,1500,0.02225137,0.00375824,0.0031511,0
0.31,1500,0.02325137,0.00475824,-0.0038489,0
0.32,1500,0.02125137,0.00775824,-0.0018489,0
0.33,1500,0.02225137,0.00275824,-0.0008489,0
0.34,1500,0.02225137,0.00375824,-0.0018489,0
0.35,1500,0.02325137,0.00975824,-0.0018489,0
0.36,1500,0.02225137,0.00875824,-0.0018489,0
0.37,1500,0.02225137,0.00375824,-0.0038489,0
0.38,1500,0.02225137,0.00375824,-0.0018489,0
0.389,1500,0.02225137,0.00975824,-0.0008489,0
0.4,1500,0.02325137,0.00575824,-0.0018489,0
0.41,1500,0.02225137,0.00175824,0.0001511,0
0.42,1500,0.02225137,0.00775824,0.0011511,0
0.43,1500,0.02125137,0.00475824,-0.0048489,0
0.44,1500,0.02225137,0.00875824,-0.0008489,0
0.45,1500,0.02425137,0.00575824,-0.0018489,0
0.46,1500,0.02325137,0.00275824,-0.0008489,0
0.47,1500,0.02325137,0.00675824,0.0001511,0
0.481,1500,0.02025137,0.00475824,-0.0028489,0
0.49,1500,0.02325137,0.00475824,0.0031511,0
0.5,1500,0.02325137,0.00475824,-0.0008489,0
0.51,1500,0.02125137,0.00675824,-0.0038489,0
0.52,1500,0.02225137,0.00575824,-0.0008489,0
0.53,1500,0.02125137,0.00575824,-0.0018489,0
0.54,1500,0.01925137,0.00575824,-0.0038489,0
0.551,1500,0.02125137,0.00575824,0.0001511,0
0.56,1500,0.02225137,0.00975824,0.0011511,0
0.57,1500,0.02225137,0.00375824,0.0021511,0
0.581,1500,0.02425137,0.00475824,-0.0008489,0
0.591,1500,0.02425137,0.00875824,-0.0008489,0
0.601,1500,0.02225137,0.00475824,-0.0018489,0
0.611,1500,0.02125137,0.00175824,-0.0008489,0
0.62,1500,0.02425137,0.00875824,-0.0018489,0
0.63,1500,0.02125137,0.00875824,-0.0018489,0
0.64,1500,0.02025137,0.00475824,-0.0018489,0
0.65,1500,0.02125137,0.00575824,-0.0008489,0
0.66,1500,0.02125137,0.00475824,0.0001511,0
0.67,1500,0.02425137,0.00275824,-0.0018489,0
0.68,1500,0.02325137,0.00275824,0.0011511,0
0.69,1500,0.02425137,0.00675824,0.0031511,0
0.7,1500,0.02225137,0.00475824,0.0001511,0
0.71,1500,0.02225137,0.00475824,-0.0008489,0
0.72,1500,0.02325137,0.00675824,0.0001511,0
0.73,1500,0.02325137,0.00375824,-0.0018489,0
0.74,1500,0.02025137,0.00475824,0.0011511,0
0.751,1500,0.02225137,0.00675824,0.0001511,0
0.76,1500,0.02425137,0.00675824,-0.0018489,0
0.77,1500,0.02125137,0.00575824,0.0011511,0
0.78,1500,0.01825137,0.00675824,-0.0008489,0
0.79,1500,0.02125137,0.00675824,-0.0018489,0
0.8,1500,0.02225137,0.00775824,0.0001511,0
0.81,1500,0.02025137,0.00475824,-0.0018489,0
0.82,1500,0.02225137,0.00575824,0.0021511,0
0.83,1500,0.02325137,0.00675824,0.0031511,0
0.84,1500,0.02125137,0.00475824,-0.0038489,0
0.85,1500,0.02425137,0.00875824,0.0001511,0
0.86,1500,0.02225137,0.00575824,-0.0008489,0
0.871,1500,0.02225137,0.00475824,0.0011511,0
0.88,1500,0.02425137,0.00475824,-0.0028489,0
0.89,1500,0.02525137,0.00475824,-0.0008489,0
0.9,1500,0.02325137,0.00475824,-0.0008489,0
0.91,1500,0.02225137,0.00375824,0.0031511,0
0.92,1500,0.02125137,0.00575824,-0.0038489,0
0.93,1500,0.02225137,0.00675824,0.0001511,0
0.941,1500,0.02325137,0.00175824,0.0011511,0
0.95,1500,0.02225137,0.00475824,0.0021511,0
0.96,1500,0.02225137,0.00775824,-0.0038489,0
0.97,1500,0.02325137,0.00675824,-0.0058489,0
0.98,1500,0.02125137,0.00375824,-0.0008489,0
0.99,1500,0.02325137,0.00575824,0.0011511,0
1,1500,0.02325137,0.00675824,0.0001511,0
1.011,1500,0.02125137,0.00375824,-0.0008489,0
1.02,1500,0.02225137,0.00575824,-0.0008489,0
1.031,1500,0.02525137,0.00375824,0.0001511,0
1.04,1500,0.02125137,0.00475824,-0.0018489,0
1.05,1500,0.02325137,0.00575824,-0.0018489,0
1.061,1500,0.02325137,0.00675824,0.0011511,0
1.07,1500,0.02325137,0.00275824,-0.0008489,0
1.08,1500,0.02125137,0.00475824,-0.0018489,0
1.09,1500,0.02225137,0.00775824,-0.0048489,0
1.1,1500,0.02425137,0.00575824,-0.0028489,0
1.11,1500,0.02125137,0.00475824,0.0011511,0
1.12,1500,0.02225137,0.00975824,-0.0038489,0
1.13,1500,0.02125137,0.00675824,-0.0028489,0
1.14,1500,0.02225137,0.00375824,0.0001511,0
1.15,1500,0.02325137,0.00375824,-0.0038489,0
1.16,1500,0.02325137,0.00675824,-0.0038489,0
1.171,1500,0.02225137,0.00375824,0.0001511,0
1.181,1500,0.02525137,0.00175824,0.0011511,0
1.191,1500,0.02225137,0.00775824,-0.0018489,0
1.201,1500,0.02325137,0.00575824,-0.0048489,0
1.211,1500,0.02325137,0.00275824,0.0011511,0
1.22,1500,0.02225137,0.00675824,0.0001511,0
1.23,1500,0.02325137,0.00675824,-0.0048489,0
1.24,1500,0.01925137,0.00475824,-0.0018489,0
1.25,1500,0.02225137,0.00475824,0.0031511,0
1.26,1500,0.02625137,0.00375824,0.0021511,0
1.27,1500,0.02325137,0.00575824,0.0011511,0
1.28,1500,0.02125137,0.00575824,-0.0028489,0
1.29,1500,0.02225137,0.00875824,-0.0008489,0
1.3,1500,0.02425137,0.00375824,-0.0008489,0
1.31,1500,0.01825137,0.00775824,-0.0018489,0
1.32,1500,0.02225137,0.00675824,-0.0028489,0
1.33,1500,0.02625137,0.00275824,0.0011511,0
1.34,1500,0.02225137,0.00475824,0.0041511,0
1.351,1500,0.01825137,0.00875824,-0.0018489,0
1.361,1500,0.02225137,0.00475824,-0.0018489,0
1.371,1500,0.02525137,0.00175824,0.0001511,0
1.381,1500,0.02225137,0.00575824,0.0021511,0
1.391,1500,0.02025137,0.00975824,-0.0038489,0
1.4,1500,0.02525137,0.00575824,-0.0028489,0
1.41,1500,0.02325137,0.00075824,0.0021511,0
1.421,1500,0.02025137,0.00775824,-0.0018489,0
1.43,1500,0.02125137,0.00475824,-0.0058489,0
1.44,1500,0.02225137,0.00375824,0.0041511,0
1.45,1500,0.02325137,0.00075824,0.0021511,0
1.46,1500,0.02425137,0.00975824,-0.0028489,0
1.47,1500,0.01925137,0.00775824,-0.0008489,0
1.48,1500,0.02025137,0.00175824,-0.0018489,0
1.491,1500,0.02525137,0.00475824,0.0031511,0
1.501,1500,0.02325137,0.00375824,-0.0018489,0
1.511,1500,0.01925137,0.00675824,-0.0058489,0
1.521,1500,0.02325137,0.00475824,0.0021511,0
1.531,1500,0.02525137,0.00275824,0.0011511,0
1.541,1500,0.01925137,0.00675824,-0.0008489,0
1.552,1500,0.02125137,0.00675824,-0.0028489,0
1.561,1500,0.02025137,0.00275824,0.0031511,0
1.571,1500,0.02325137,0.00275824,0.0021511,0
1.58,1500,0.02425137,0.00675824,0.0021511,0
1.591,1500,0.02325137,0.00775824,-0.0028489,0
1.6,1500,0.02425137,0.00575824,0.0011511,0
1.61,1500,0.02125137,0.00375824,0.0021511,0
1.621,1500,0.02125137,0.00675824,-0.0018489,0
1.63,1500,0.02525137,0.00575824,0.0001511,0
1.641,1500,0.02325137,0.00475824,0.0021511,0
1.65,1500,0.02025137,0.00275824,-0.0018489,0
1.66,1500,0.02125137,0.00675824,-0.0018489,0
1.671,1500,0.02225137,0.00675824,0.0011511,0
1.68,1500,0.02425137,0.00275824,0.0011511,0
1.691,1500,0.02225137,0.00675824,0.0001511,0
1.701,1500,0.02325137,0.00675824,-0.0018489,0
1.711,1500,0.02325137,0.00375824,-0.0008489,0
1.721,1500,0.02425137,0.00475824,0.0021511,0
1.731,1500,0.02425137,0.00475824,0.0001511,0
1.741,1500,0.01825137,0.00675824,0.0021511,0
1.751,1500,0.02325137,0.00475824,-0.0018489,0
1.762,1500,0.02625137,0.00275824,0.0001511,0
1.771,1500,0.02225137,0.00375824,-0.0008489,0
1.781,1500,0.02125137,0.00875824,0.0001511,0
1.79,1500,0.02425137,0.00375824,0.0001511,0
1.8,1500,0.02225137,0.00475824,-0.0008489,0
1.811,1500,0.02025137,0.00575824,-0.0018489,0
1.82,1500,0.02125137,0.00475824,-0.0028489,0
1.831,1500,0.02225137,0.00475824,0.0001511,0
1.84,1500,0.02325137,0.00275824,0.0041511,0
1.85,1500,0.02225137,0.00875824,0.0001511,0
1.861,1500,0.02225137,0.00975824,-0.0038489,0
1.87,1500,0.02425137,0.00775824,0.0001511,0
1.88,1500,0.02325137,0.00475824,0.0001511,0
1.891,1500,0.02225137,0.00575824,-0.0018489,0
1.901,1500,0.02325137,0.00475824,-0.0038489,0
1.911,1500,0.02225137,0.00375824,-0.0018489,0
1.921,1500,0.02025137,0.00775824,-0.0008489,0
1.931,1500,0.02325137,0.00175824,-0.0028489,0
1.94,1500,0.02225137,0.00775824,0.0031511,0
1.951,1500,0.02125137,0.00475824,0.0021511,0
1.96,1500,0.02325137,0.00675824,0.0031511,0
1.97,1500,0.02025137,0.00775824,-0.0028489,0
1.981,1500,0.02025137,0.00575824,-0.0018489,0
1.99,1500,0.02125137,0.00375824,0.0001511,0
2.001,1500,0.02425137,0.00675824,0.0001511,0
2.011,1500,0.02025137,0.00775824,0.0011511,0
2.02,1500,0.02325137,0.00475824,-0.0008489,0
2.031,1500,0.02525137,0.00575824,0.0001511,0
2.04,1500,0.02125137,0.00475824,0.0011511,0
2.051,1500,0.02325137,0.00675824,-0.0048489,0
2.061,1500,0.02225137,0.00675824,-0.0028489,0
2.071,1500,0.02325137,0.00575824,-0.0018489,0
2.081,1500,0.01925137,0.00575824,-0.0048489,0
2.091,1500,0.02125137,0.00675824,0.0001511,0
2.101,1500,0.02325137,0.00475824,0.0011511,0
2.111,1500,0.02425137,0.00475824,-0.0008489,0
2.121,1500,0.02225137,0.00475824,-0.0018489,0
2.131,1500,0.02425137,0.00375824,-0.0028489,0
2.141,1500,0.02425137,0.00475824,-0.0028489,0
2.15,1500,0.02025137,0.00575824,0.0011511,0
2.161,1500,0.02425137,0.00375824,0.0001511,0
2.171,1500,0.02525137,0.00475824,0.0001511,0
2.181,1500,0.01825137,0.00675824,0.0031511,0
2.191,1500,0.02125137,0.00575824,0.0021511,0
2.201,1500,0.02125137,0.00375824,-0.0008489,0
2.211,1500,0.02225137,0.00275824,0.0021511,0
2.22,1500,0.02225137,0.00575824,0.0021511,0
2.231,1500,0.02325137,0.00575824,-0.0018489,0
2.24,1500,0.02525137,0.00575824,-0.0008489,0
2.251,1500,0.02025137,0.00475824,0.0011511,0
2.261,1500,0.02225137,0.00475824,0.0011511,0
2.271,1500,0.02125137,0.00675824,0.0031511,0
2.281,1500,0.02225137,0.00275824,0.0001511,0
2.291,1500,0.02125137,0.00575824,-0.0008489,0
2.301,1500,0.02125137,0.00975824,-0.0008489,0
2.312,1500,0.02225137,0.00575824,-0.0038489,0
2.321,1500,0.02125137,0.00375824,-0.0038489,0
2.331,1500,0.02425137,0.00475824,0.0001511,0
2.341,1500,0.02025137,0.00475824,0.0001511,0
2.351,1500,0.01725137,0.00375824,0.0011511,0
2.361,1500,0.02025137,0.00275824,0.0011511,0
2.371,1500,0.02525137,0.00275824,-0.0008489,0
2.381,1500,0.02325137,0.00575824,0.0001511,0
2.39,1500,0.02025137,0.00675824,-0.0008489,0
2.401,1500,0.02225137,0.00875824,0.0001511,0
2.41,1500,0.02325137,0.00475824,-0.0018489,0
2.421,1500,0.02125137,0.00375824,0.0021511,0
