Time,Speed,accX,accY,accZ,velocity_magnitude
0.074,1500,0.01325137,0.00475824,-0.0088489,0
0.085,1500,0.01525137,0.00475824,-0.0098489,0
0.096,1500,0.02325137,0.00875824,-0.0058489,0
0.106,1500,0.02325137,0.00475824,0.0011511,0
0.116,1500,0.01525137,0.00575824,-0.0038489,0
0.126,1500,0.01325137,0.01175824,-0.0038489,0
0.136,1500,0.02125137,0.00375824,-0.0048489,0
0.146,1500,0.02825137,0.00275824,0.0001511,0
0.156,1500,0.02525137,0.00775824,0.0031511,0
0.166,1500,0.02525137,0.00675824,0.0071511,0
0.176,1500,0.02925137,0.00175824,0.0041511,0
0.187,1500,0.02125137,0.00175824,0.0051511,0
0.196,1500,0.02225137,0.00575824,0.0011511,0
0.206,1500,0.01525137,0.00775824,-0.0098489,0
0.216,1500,0.01725137,0.00975824,-0.0048489,0
0.225,1500,0.01525137,0.00575824,-0.0048489,0
0.236,1500,0.02825137,0.00575824,0.0031511,0
0.246,1500,0.01825137,0.00675824,-0.0008489,0
0.256,1500,0.02325137,0.00675824,-0.0028489,0
0.266,1500,0.02725137,0.00675824,0.0001511,0
0.276,1500,0.02725137,0.00475824,0.0031511,0
0.286,1500,0.02425137,0.00875824,0.0001511,0
0.296,1500,0.02525137,0.00675824,0.0011511,0
0.305,1500,0.01925137,0.00375824,-0.0018489,0
0.316,1500,0.01225137,0.00475824,-0.0048489,0
0.325,1500,0.02325137,0.00675824,-0.0068489,0
0.336,1500,0.01425137,0.00275824,-0.0058489,0
0.346,1500,0.01725137,0.00475824,0.0011511,0
0.356,1500,0.01725137,0.01075824,-0.0078489,0
0.366,1500,0.01825137,0.00775824,-0.0008489,0
0.375,1500,0.02625137,0.00275824,0.0001511,0
0.386,1500,0.02125137,0.00375824,-0.0038489,0
0.396,1500,0.03125137,0.00675824,0.0011511,0
0.406,1500,0.02625137,0.00275824,0.0041511,0
0.416,1500,0.03225137,-0.00024176,0.0041511,0
0.425,1500,0.01125137,0.00575824,-0.0018489,0
0.436,1500,0.02825137,0.00575824,-0.0048489,0
0.446,1500,0.01125137,0.00375824,-0.0008489,0
0.456,1500,0.01925137,0.00675824,0.0011511,0
0.466,1500,0.01525137,0.00275824,-0.0038489,0
0.476,1500,0.02025137,0.00975824,-0.0048489,0
0.486,1500,0.02925137,0.00475824,0.0001511,0
0.496,1500,0.02625137,0.00375824,0.0021511,0
0.506,1500,0.03025137,0.00475824,0.0031511,0
0.516,1500,0.02125137,0.00875824,-0.0028489,0
0.526,1500,0.03225137,0.00375824,0.0011511,0
0.536,1500,0.02125137,-0.00024176,0.0021511,0
0.546,1500,0.02925137,0.00875824,0.0041511,0
0.556,1500,0.01025137,0.01075824,-0.0038489,0
0.565,1500,0.02525137,0.00275824,-0.0018489,0
0.575,1500,0.00625137,0.00175824,-0.0028489,0
0.587,1500,0.02025137,0.00675824,-0.0058489,0
0.596,1500,0.01425137,0.00875824,-0.0128489,0
0.606,1500,0.02625137,0.00575824,-0.0038489,0
0.617,1500,0.02525137,0.00775824,-0.0058489,0
0.626,1500,0.02525137,0.00475824,0.0021511,0
0.636,1500,0.02725137,0.00675824,0.0011511,0
0.646,1500,0.02525137,-0.00024176,0.0071511,0
0.656,1500,0.02525137,0.00375824,0.0041511,0
0.666,1500,0.02625137,0.00975824,0.0011511,0
0.676,1500,0.01125137,0.00375824,-0.0038489,0
0.686,1500,0.02025137,0.00275824,-0.0038489,0
0.696,1500,0.01025137,0.00675824,-0.0058489,0
0.706,1500,0.02025137,0.00675824,-0.0038489,0
0.716,1500,0.01525137,0.00175824,0.0001511,0
0.726,1500,0.02525137,0.00575824,-0.0038489,0
0.736,1500,0.02525137,0.00475824,0.0041511,0
0.747,1500,0.03325137,0.00675824,-0.0008489,0
0.756,1500,0.01725137,0.01075824,0.0001511,0
0.766,1500,0.03025137,0.00375824,-0.0028489,0
0.776,1500,0.01925137,0.00475824,-0.0038489,0
0.786,1500,0.02525137,0.00975824,-0.0008489,0
0.796,1500,0.01925137,0.00275824,0.0021511,0
0.806,1500,0.02425137,0.00075824,0.0001511,0
0.816,1500,0.01325137,0.00775824,-0.0028489,0
0.826,1500,0.01025137,0.00675824,-0.0098489,0
0.836,1500,0.02825137,0.00875824,-0.0028489,0
0.846,1500,0.02225137,0.00175824,0.0001511,0
0.856,1500,0.03125137,0.00775824,0.0061511,0
0.866,1500,0.02525137,0.00875824,0.0031511,0
0.876,1500,0.02425137,0.00175824,-0.0008489,0
0.887,1500,0.02625137,0.00875824,0.0061511,0
0.896,1500,0.02125137,0.00575824,0.0011511,0
0.906,1500,0.02325137,0.00775824,0.0011511,0
0.916,1500,0.01825137,0.00675824,-0.0048489,0
0.926,1500,0.01925137,0.00675824,-0.0028489,0
0.937,1500,0.01825137,0.00775824,-0.0028489,0
0.946,1500,0.01925137,0.00675824,-0.0028489,0
0.956,1500,0.02225137,0.00475824,-0.0018489,0
0.966,1500,0.02825137,0.00575824,-0.0038489,0
0.977,1500,0.02525137,0.00475824,-0.0008489,0
0.987,1500,0.02525137,0.00275824,0.0021511,0
0.996,1500,0.02525137,0.00475824,0.0061511,0
1.006,1500,0.02525137,0.00775824,0.0001511,0
1.016,1500,0.02525137,0.00475824,0.0011511,0
1.026,1500,0.01725137,0.00375824,-0.0008489,0
1.036,1500,0.01925137,0.00675824,-0.0078489,0
1.046,1500,0.01425137,0.00475824,-0.0038489,0
1.056,1500,0.01925137,0.00875824,-0.0008489,0
1.066,1500,0.01825137,0.00975824,-0.0008489,0
1.076,1500,0.02025137,0.00675824,-0.0058489,0
1.086,1500,0.02125137,0.01875824,-0.0028489,0
1.096,1500,0.06225137,0.05975824,-0.0078489,0
1.106,1500,0.06325137,0.07875824,-0.0108489,0
1.116,1500,0.07425137,0.08475824,-0.0148489,0
1.126,1500,0.09425137,0.10675824,-0.0108489,13.8153124792558
1.136,1500,0.14425137,0.11975824,-0.0018489,13.8153124792558
1.146,1500,0.12125137,0.12775824,-0.0098489,13.8153124792558
1.156,1500,0.10025137,0.14775824,-0.0128489,13.8153124792558
