Time,Velocity_X,Velocity_Y,Velocity_Z,Velocity_Magnitude
0.091,4.2930894343785,0.959973753032,-0.3915922831450001,4.416504388574902
0.1,2.758241228494502,0.5523513236640005,0.4105053883350004,2.8427981520277346
0.111,3.5869300237154986,0.5672229122559997,0.6096019579649997,3.682312232059444
0.121,2.3782469761049985,0.5646904429599997,0.3090173481499998,2.4638233900141033
0.131,1.7898479761050015,0.3685574429600003,0.06385109815000005,1.8285150612076853
0.141,1.7408147261049967,0.07435794295999985,-0.03421540184999993,1.7427379917902215
0.151,1.152415726105001,0.5156571929600003,-0.7206809018500007,1.4537349513294484
0.161,1.1033824761050008,0.7117901929600006,-1.063913651850001,1.6899734985976682
0.171,1.495648476105001,0.5646904429600005,-0.6716476518500006,1.7340560050590041
0.181,2.035014226104996,0.7117901929599985,-0.47551465184999914,2.207723343937771
0.191,2.623413226105002,0.7608234429600005,-0.1813151518500002,2.737521589056523
0.201,2.9176127261050024,0.6137236929600004,0.01481784815000001,2.981499682953886
0.211,3.113745726104994,0.22145769295999956,0.21095084814999954,3.1287307677305005
0.221,3.0647124761050026,0.2704909429600002,0.7503165981500006,3.166796947844373
0.231,2.966645976105003,0.5156571929600003,0.6522500981500006,3.0809610316795757
0.241,2.476313476104995,0.2704909429599995,0.3580505981499993,2.516643402033384
0.251,2.231147226105002,0.2704909429600002,0.4561170981500003,2.2933002642489297
0.261,1.6427482261050013,0.5646904429600005,-0.03421540185000005,1.7374313582024605
0.271,0.9072494761050007,0.5646904429600005,-0.6226144018500006,1.236780336864309
0.281,1.152415726105001,0.5156571929600003,-1.0148804018500008,1.6198600484253949
0.291,1.642748226104992,0.5646904429599973,-0.9658471518499955,1.987550691549326
0.301,2.2801804761050017,0.41759069296000034,-0.5245479018500003,2.3767110661147863
0.311,2.7214797261050023,0.41759069296000034,0.014817848149999957,2.753371288996667
0.321,3.015679226105003,0.46662394296000037,0.21095084815000015,3.058849352164963
0.331,3.0647124761050026,0.31952419296000023,0.3580505981500003,3.102057140337033
0.341,2.7705129761050022,0.2704909429600002,0.6032168481500005,2.848293887028094
0.35,2.316941978494488,0.4640914736639975,0.18985576333499898,2.3705793044125496
0.361,2.670008248715502,0.6211594872560005,-0.09157351703500007,2.7428395625408206
0.37,1.7873828784945016,0.3758316236640003,0.013336063335000009,1.8265171267377933
0.381,1.4294670237155012,0.5672229122560005,-0.25338324203500023,1.5586278809973853
0.391,1.0053159761050008,0.6137236929600005,-0.5245479018500003,1.2893670867707339
0.401,1.495648476105001,0.46662394296000037,-0.47551465185000036,1.637319899208086
0.411,1.887914476104991,0.27049094295999876,-0.6226144018499972,2.0062490156262265
0.42,1.7432529534945016,0.4199615486640004,-0.2955734116650003,1.8173228122452147
0.431,2.9936276987155024,0.7290326372560005,0.23204593296500017,3.089844769516215
0.441,3.309878726105003,0.2704909429600002,0.7503165981500005,3.4046200271403646
0.452,3.6408665987155033,0.02785716225600004,0.9332214079650006,3.758668355603528
0.462,3.1137457261050026,0.4666239429600003,0.3580505981500003,3.168809016305066
0.471,2.405201828494487,0.6406111736639966,0.23398568833499875,2.5000255626617083
0.481,1.9369477261050017,0.3685574429600003,0.21095084815000015,1.9829526829351614
0.492,1.4834035987155014,0.40541318725600034,-0.3612563920350003,1.579668405036106
0.501,1.037174153494501,0.5964812486640004,-0.5603529616650005,1.321179604115783
0.512,1.213720723715501,0.6750960622560006,-0.5770026920350004,1.5039297839545818
0.521,1.6549931034945011,0.5964812486640004,-0.33970333666500024,1.791700424056282
0.532,2.5621350987155025,0.8908423622560007,-0.03763694203500004,2.712849593668159
0.541,2.272812053494502,0.9053907236640006,0.1457258383350001,2.450845367004038
0.551,2.966645976105003,0.8098566929600005,0.3580505981500003,3.095974231402401
0.561,3.0156792261050023,0.6137236929600004,0.5051503481500004,3.118678380387723
0.571,2.8685794761049705,0.5156571929599947,0.35805059814999635,2.9364691011855752
0.581,2.7214797261050023,0.3685574429600003,0.06385109815000006,2.747064515277487
0.59,2.4052018284945023,0.2875717736640002,0.013336063335000009,2.422368925532779
0.601,2.5081985237155022,0.24360346225600019,0.23204593296500017,2.530661533314428
0.611,1.6917814761050014,0.2704909429600002,-0.1813151518500001,1.722836352473965
0.621,1.299515476105001,0.46662394296000037,-0.2793816518500002,1.4087343554305687
0.631,0.9562827261050008,0.46662394296000037,-0.08324865185000008,1.0673073102088226
0.641,0.8582162261050008,0.2704909429600002,-0.47551465185000036,1.0177497851128867
0.651,1.495648476105001,0.3685574429600003,-0.6716476518500004,1.680449202169481
0.661,2.2801804761050017,0.6627569429600005,-0.2793816518500002,2.390925318039556
0.671,2.6234132261050025,0.7117901929600007,0.21095084815000015,2.7264340252483454
0.682,3.1554374237155023,0.29754003725600026,0.5556653829650005,3.21777554011778
0.691,2.62585145349447,0.3317016986639961,0.4987652383349943,2.6933044082849165
0.702,3.1015008487155025,0.7290326372560005,0.3399190829650003,3.2041131508938925
0.711,1.8315128034945016,0.3317016986640003,0.10159591333500008,1.8640780283741465
0.721,1.6917814761050014,0.2704909429600002,0.21095084815000015,1.7262068744651122
0.731,1.7898479761050015,0.5156571929600003,-0.03421540185000005,1.862962375342646
0.741,1.5937149761050013,0.46662394296000037,-0.3774481518500003,1.7029775208557167
0.751,1.6427482261050013,0.22145769296000017,-0.18131515185000013,1.6674952558951053
0.761,1.3975819761050015,0.3685574429600003,-0.6226144018500006,1.573759404129427
0.771,1.5446817261050014,0.7117901929600007,-1.0148804018500008,1.9805729332231066
0.781,2.0350142261050013,0.7608234429600007,-0.7206809018500006,2.2889989458491624
0.791,2.427280226105002,0.5156571929600003,-0.42648140185000033,2.517832008458006
0.8,2.537591603494502,0.4199615486640004,-0.16318363666500013,2.5772791365619048
0.811,3.1015008487155025,0.4593497622560004,0.28598250796500024,3.1483480928146395
0.821,2.770512976104971,0.46662394295999526,0.5051503481499947,2.8545852464317156
0.831,2.4272802261050024,0.2704909429600002,0.4070838481500003,2.4759991732002566
0.841,1.6427482261050013,0.12339119296000009,0.3580505981500003,1.685837285062468
0.851,1.348548726105001,0.6137236929600005,-0.08324865185000006,1.4839712854414417
0.861,0.9562827261050008,0.5646904429600005,-0.5735811518500005,1.2499389130572527
0.871,0.5640167261050004,0.31952419296000023,-0.8677806518500008,1.0831684250097742
0.881,1.250482226105001,0.46662394296000037,-1.063913651850001,1.706855576942836
0.891,2.133080726105002,0.6627569429600005,-0.5245479018500003,2.2944347127032323
0.901,2.5253467261050027,0.6137236929600004,0.01481784815000001,2.5988944624538934
0.911,3.015679226105003,0.2704909429600002,0.21095084815000015,3.0351255007527884
0.92,3.1112806284945025,0.3317016986640003,0.6311550133350005,3.191935121051121
0.931,3.3172471487155026,0.6211594872560006,0.5017288079650004,3.4119934863670607
0.941,2.280180476104977,0.6137236929599937,0.11288434814999884,2.364026787278017
0.952,2.238515648715502,0.5132863372560003,0.3399190829650003,2.3216287723323967
0.961,1.522603328494501,0.3758316236640003,-0.07492378666500006,1.5700904047527564
0.971,1.642748226105001,0.6627569429600005,-0.42648140185000044,1.822019452677922
0.981,1.8879144761050015,0.6137236929600005,-0.2793816518500003,2.0047273998670536
0.991,1.7408147261050015,0.5156571929600003,-0.18131515185000013,1.82461322903398
1.001,1.7408147261049822,0.8098566929599915,-0.3284149018499966,1.9478603957966807
1.011,2.133080726105002,1.349222442960001,-0.2793816518500002,2.5393874639483496
1.021,4.1434439761050035,3.1144194429600027,-0.3774481518500003,5.197134167706575
1.031,6.006707476105006,5.026716192960005,-0.6226144018500004,7.857229733274516
1.041,5.810574476105004,5.664148442960005,0.014817848149999993,8.114528507243843
1.051,6.1047739761050055,6.693846692960006,-0.18131515185000022,9.061386429927316
