Time,Speed,accX,accY,accZ,velocity_magnitude
0.981,1500,0.01825137,0.00175824,0.0031511,0
0.991,1500,0.02225137,0.00575824,0.0041511,0
1.001,1500,0.01525137,0.00675824,0.0011511,0
1.01,1500,0.01825137,0.00775824,-0.0028489,0
1.02,1500,0.02225137,0.00775824,0.0011511,0
1.03,1500,0.01925137,0.00475824,-0.0058489,0
1.04,1500,0.03325137,0.00775824,-0.0008489,0
1.05,1500,0.02525137,0.00475824,0.0031511,0
1.061,1500,0.02725137,-0.00124176,0.0031511,0
1.071,1500,0.02525137,0.00175824,0.0051511,0
1.08,1500,0.02225137,0.00875824,0.0001511,0
1.091,1500,0.02325137,0.00275824,0.0001511,0
1.101,1500,0.02025137,0.00275824,-0.0028489,0
1.111,1500,0.01025137,0.00375824,-0.0018489,0
1.121,1500,0.01825137,0.00375824,-0.0068489,0.024895275334326
1.131,1500,0.02025137,0.00575824,-0.0048489,0.024895275334326
1.141,1500,0.02625137,0.00575824,-0.0028489,0.024895275334326
1.151,1500,0.02025137,0.00575824,0.0011511,0.024895275334326
1.161,1500,0.02725137,0.00675824,0.0071511,0.024895275334326
1.171,1500,0.03125137,0.00675824,0.0011511,0.024895275334326
1.181,1500,0.02725137,0.00675824,0.0031511,0.024895275334326
1.191,1500,0.02725137,0.00575824,-0.0018489,0.024895275334326
1.201,1500,0.02025137,0.00675824,-0.0008489,0.024895275334326
1.211,1500,0.02225137,0.00675824,0.0021511,0.024895275334326
1.221,1500,0.02125137,0.00375824,-0.0028489,0.024895275334326
1.231,1500,0.01925137,0.00875824,-0.0018489,0.024895275334326
1.241,1500,0.01625137,0.00475824,-0.0028489,0.024895275334326
1.251,1500,0.01825137,0.00575824,0.0001511,0.024895275334326
1.261,1500,0.02225137,0.00875824,0.0021511,0.024895275334326
1.271,1500,0.02225137,0.00875824,-0.0038489,0.024895275334326
1.281,1500,0.02425137,0.00975824,0.0011511,0.024895275334326
1.291,1500,0.02625137,0.02275824,0.0001511,0.024895275334326
1.301,1500,0.06125137,0.05175824,-0.0088489,0.024895275334326
1.311,1500,0.05625137,0.05975824,-0.0048489,0.024895275334326
1.321,1500,0.06525137,0.06575824,-0.0058489,0.024895275334326
1.33,1500,0.08225137,0.07475824,-0.0058489,0.024895275334326
1.341,1500,0.05925137,0.07875824,-0.0108489,0.024895275334326
1.35,1500,0.05325137,0.09475824,-0.0108489,0.024895275334326
1.361,1500,0.07525137,0.11075824,-0.0088489,0.024895275334326
1.37,1500,0.11225137,0.11675824,-0.0138489,0.024895275334326
1.38,1500,0.10825137,0.11875824,-0.0018489,0.024895275334326
1.39,1500,0.09125137,0.14275824,-0.0178489,0.024895275334326
1.4,1500,0.11825137,0.12375824,-0.0108489,0.024895275334326
1.411,1500,0.12425137,0.12275824,-0.0098489,0.024895275334326
1.421,1500,0.12325137,0.10575824,-0.0188489,0.024895275334326
1.431,1500,0.11825137,0.10475824,0.0371511,0.024895275334326
1.441,1500,0.08025137,0.09175824,-0.0008489,0.024895275334326
1.451,1500,0.09125137,0.06875824,0.0611511,0.024895275334326
1.461,1500,0.05325137,0.08975824,-0.0078489,0.024895275334326
1.471,1500,0.03825137,0.10875824,-0.0258489,0.024895275334326
1.48,1500,-0.02274863,0.05675824,-0.0248489,0.024895275334326
1.49,1500,0.07425137,-0.04124176,0.0321511,0.024895275334326
1.501,1500,0.04625137,0.00575824,0.0081511,0.024895275334326
1.511,1500,-0.04074863,0.07575824,-0.0368489,0.024895275334326
1.521,1500,0.00625137,0.08275824,-0.0968489,0.024895275334326
1.531,1500,0.03925137,-0.01224176,0.0091511,0.024895275334326
1.541,1500,-0.02274863,-0.04524176,0.0391511,0.024895275334326
1.551,1500,0.02025137,0.01975824,0.0551511,0.024895275334326
1.561,1500,0.04825137,0.06775824,-0.0018489,0.024895275334326
1.571,1500,-0.01374863,0.02975824,-0.0398489,0.024895275334326
1.58,1500,0.01525137,-0.02624176,-0.0228489,0.024895275334326
1.59,1500,0.02525137,0.01875824,0.0061511,0.024895275334326
1.601,1500,-0.03274863,0.00175824,0.0261511,0.024895275334326
1.611,1500,-0.08174863,-0.01324176,0.0131511,0.024895275334326
1.621,1500,0.00925137,0.03975824,0.0041511,0.024895275334326
1.63,1500,-0.07074863,0.00075824,0.0051511,0.024895275334326
1.641,1500,-0.02974863,-0.03824176,0.0251511,130.19598853284
1.651,1500,-0.00774863,0.03675824,-0.0278489,130.19598853284
1.66,1500,-0.00474863,0.04375824,-0.0248489,130.19598853284
1.671,1500,0.06425137,0.03575824,0.0241511,130.19598853284
1.681,1500,0.04525137,-0.02824176,0.0171511,130.19598853284
1.691,1500,-0.02074863,0.00575824,0.0301511,130.19598853284
1.701,1500,0.00525137,0.10575824,-0.0768489,130.19598853284
1.711,1500,0.02725137,0.03975824,0.0081511,130.19598853284
1.721,1500,0.10825137,-0.02724176,0.0251511,130.19598853284
1.731,1500,0.07925137,0.04075824,0.0091511,130.19598853284
1.741,1500,-0.00674863,0.12975824,0.0041511,130.19598853284
1.751,1500,-0.01574863,0.13675824,-0.0408489,130.19598853284
1.761,1500,0.06125137,0.03375824,0.0241511,130.19598853284
1.771,1500,0.02525137,0.02075824,-0.0488489,130.19598853284
1.781,1500,0.05925137,0.14675824,0.0011511,130.19598853284
1.791,1500,0.00725137,0.12975824,-0.0448489,130.19598853284
1.8,1500,0.11725137,0.01475824,0.0071511,130.19598853284
1.811,1500,0.13825137,0.06575824,-0.0218489,130.19598853284
1.821,1500,-0.02274863,0.09375824,-0.0008489,130.19598853284
1.831,1500,0.00925137,0.05475824,0.0101511,130.19598853284
1.841,1500,0.02025137,-0.05824176,0.0571511,130.19598853284
1.851,1500,-0.02974863,-0.04724176,-0.0608489,130.19598853284
1.861,1500,-0.08674863,-0.05624176,-0.1038489,130.19598853284
1.871,1500,-0.08274863,-0.09624176,-0.0378489,130.19598853284
1.881,1500,-0.04174863,-0.18624176,0.0351511,130.19598853284
1.891,1500,-0.18274863,-0.22224176,-0.0098489,130.19598853284
1.901,1500,-0.08274863,-0.06024176,0.0091511,130.19598853284
1.911,1500,-0.06974863,-0.05524176,0.1221511,130.19598853284
1.921,1500,-0.17574863,-0.16024176,-0.0578489,130.19598853284
1.931,1500,0.05225137,-0.15424176,-0.0838489,130.19598853284
1.941,1500,0.11625137,-0.03024176,0.0841511,130.19598853284
1.951,1500,0.13925137,0.00675824,0.1071511,130.19598853284
1.961,1500,0.06325137,-0.02024176,0.0721511,130.19598853284
1.971,1500,0.09125137,0.06175824,0.1511511,130.19598853284
1.981,1500,-0.23974863,-0.02824176,0.0221511,130.19598853284
1.992,1500,-0.16674863,-0.07724176,-0.0018489,130.19598853284
2.001,1500,-0.00774863,-0.03824176,0.0151511,130.19598853284
2.011,1500,-0.02274863,-0.04024176,-0.0638489,130.19598853284
2.021,1500,0.00225137,0.03875824,0.0401511,130.19598853284
2.031,1500,0.03125137,0.02875824,0.0611511,130.19598853284
2.041,1500,0.01025137,0.01075824,0.0001511,130.19598853284
2.051,1500,0.06725137,0.07275824,0.1561511,130.19598853284
2.061,1500,0.09325137,0.05175824,0.1581511,130.19598853284
2.071,1500,0.02425137,-0.00824176,0.1191511,130.19598853284
2.081,1500,-0.00874863,0.01475824,0.0221511,130.19598853284
2.091,1500,0.05625137,0.02775824,0.0671511,130.19598853284
2.101,1500,-0.09974863,-0.03524176,0.0871511,130.19598853284
2.111,1500,-0.14474863,-0.01924176,0.0131511,130.19598853284
2.121,1500,0.00825137,0.05275824,0.0281511,130.19598853284
2.131,1500,-0.06874863,-0.01124176,-0.0458489,130.19598853284
2.141,1500,-0.06374863,-0.01624176,-0.0888489,130.19598853284
2.151,1500,-0.11974863,-0.02824176,0.0131511,130.19598853284
2.162,1500,-0.09174863,0.01375824,0.0221511,200.654385420466
2.172,1500,-0.03574863,-0.00824176,-0.0438489,200.654385420466
2.182,1500,-0.09874863,-0.06124176,-0.1498489,200.654385420466
2.191,1500,-0.13574863,-0.00524176,-0.0338489,200.654385420466
2.201,1500,0.06725137,0.00175824,-0.0298489,200.654385420466
2.211,1500,0.01325137,-0.00424176,-0.0768489,200.654385420466
2.221,1500,0.11825137,0.06775824,-0.0558489,200.654385420466
2.232,1500,-0.04874863,0.05275824,-0.0798489,200.654385420466
2.241,1500,0.03925137,0.05175824,0.0021511,200.654385420466
2.251,1500,0.06025137,0.06575824,0.0451511,200.654385420466
2.261,1500,0.09125137,0.05475824,0.0771511,200.654385420466
2.271,1500,0.21425137,0.08475824,0.1191511,200.654385420466
2.281,1500,0.05625137,0.05275824,0.0161511,200.654385420466
2.291,1500,0.07225137,0.02975824,-0.0988489,200.654385420466
2.301,1500,-0.11474863,-0.02624176,-0.2348489,200.654385420466
2.311,1500,-0.04774863,0.08575824,0.1311511,200.654385420466
2.321,1500,0.02925137,0.10775824,-0.1048489,200.654385420466
2.331,1500,-0.10274863,0.04475824,-0.0978489,200.654385420466
2.34,1500,-0.05574863,0.08475824,0.0151511,200.654385420466
2.351,1500,0.08225137,0.02475824,-0.0928489,200.654385420466
2.361,1500,0.15725137,0.18575824,0.1911511,200.654385420466
2.371,1500,-0.11174863,-0.02224176,-0.1758489,200.654385420466
2.381,1500,0.01525137,0.03675824,-0.0828489,200.654385420466
2.391,1500,0.00325137,0.02775824,0.0531511,200.654385420466
2.401,1500,0.06325137,0.01375824,0.1401511,200.654385420466
2.411,1500,-0.14174863,-0.08024176,-0.0218489,200.654385420466
2.421,1500,0.14525137,-0.05924176,0.0281511,200.654385420466
2.431,1500,-0.07774863,-0.12024176,0.0041511,200.654385420466
2.441,1500,-0.01474863,-0.09024176,-0.0068489,200.654385420466
2.45,1500,-0.14174863,-0.15424176,-0.0608489,200.654385420466
2.461,1500,0.06025137,-0.07124176,0.0581511,200.654385420466
2.471,1500,-0.06374863,-0.12324176,0.0421511,200.654385420466
2.481,1500,-0.07974863,-0.12024176,0.0521511,200.654385420466
2.491,1500,-0.02474863,-0.07524176,0.0241511,200.654385420466
2.501,1500,-0.07874863,-0.05124176,0.0051511,200.654385420466
2.511,1500,-0.02074863,-0.03224176,0.0181511,200.654385420466
2.521,1500,-0.00274863,-0.04124176,0.0111511,200.654385420466
2.531,1500,-0.02074863,-0.02124176,0.0061511,200.654385420466
2.541,1500,-0.00874863,-0.00224176,0.0041511,200.654385420466
2.551,1500,0.03525137,-0.01124176,-0.0228489,200.654385420466
2.561,1500,0.05125137,0.00075824,0.0111511,200.654385420466
2.571,1500,0.04725137,0.01675824,-0.0428489,200.654385420466
2.581,1500,-0.00874863,0.01075824,-0.0268489,200.654385420466
2.591,1500,-0.02474863,0.01575824,0.0191511,200.654385420466
2.601,1500,-0.01574863,0.00675824,-0.0278489,200.654385420466
2.611,1500,0.01425137,0.01275824,0.0441511,200.654385420466
2.621,1500,0.01425137,-0.02424176,0.0051511,200.654385420466
2.631,1500,0.04525137,0.00975824,-0.0128489,200.654385420466
2.642,1500,-0.07474863,-0.00224176,-0.0218489,200.654385420466
2.651,1500,0.04425137,-0.00024176,-0.0188489,200.654385420466
2.661,1500,0.02325137,0.02175824,0.0141511,200.654385420466
2.671,1500,0.00425137,-0.02024176,0.0021511,184.073566741729
2.681,1500,-0.04474863,0.00575824,0.0111511,184.073566741729
2.691,1500,0.00025137,0.03075824,0.0081511,184.073566741729
2.701,1500,-0.03274863,0.01975824,-0.0118489,184.073566741729
2.711,1500,-0.01374863,0.01675824,0.0001511,184.073566741729
2.721,1500,0.09125137,0.01375824,-0.0308489,184.073566741729
2.731,1500,0.00425137,0.01375824,-0.0088489,184.073566741729
2.741,1500,-0.01274863,0.00175824,-0.0008489,184.073566741729
2.752,1500,-0.00474863,0.01575824,0.0021511,184.073566741729
2.761,1500,-0.04474863,-0.00424176,0.0131511,184.073566741729
2.771,1500,0.00625137,0.01875824,0.0291511,184.073566741729
2.782,1500,0.00825137,0.01575824,-0.0038489,184.073566741729
2.791,1500,0.01125137,-0.02624176,-0.0018489,184.073566741729
2.801,1500,-0.00574863,0.02375824,-0.0018489,184.073566741729
2.811,1500,-0.04674863,0.02875824,-0.0028489,184.073566741729
2.821,1500,-0.02974863,0.00275824,0.0151511,184.073566741729
2.831,1500,0.04925137,0.02475824,-0.0108489,184.073566741729
2.841,1500,-0.01574863,0.03775824,0.0541511,184.073566741729
2.851,1500,-0.02574863,0.06575824,0.0121511,184.073566741729
2.861,1500,0.02325137,0.07575824,0.0021511,184.073566741729
2.871,1500,0.03825137,0.04475824,0.0061511,184.073566741729
2.881,1500,0.00325137,0.06475824,-0.0168489,184.073566741729
2.892,1500,0.01525137,0.05275824,-0.0078489,184.073566741729
2.901,1500,0.03025137,0.04175824,-0.0088489,184.073566741729
2.911,1500,0.05825137,0.05775824,-0.0028489,184.073566741729
2.921,1500,0.06825137,0.05575824,-0.0008489,184.073566741729
2.931,1500,-0.02074863,0.06075824,0.0091511,184.073566741729
2.941,1500,0.01725137,0.07875824,-0.0058489,184.073566741729
2.951,1500,0.00225137,0.04775824,-0.0028489,184.073566741729
2.961,1500,0.09225137,0.08175824,-0.0098489,184.073566741729
2.972,1500,0.05725137,0.05575824,-0.0168489,184.073566741729
2.981,1500,-0.04974863,0.06375824,0.0041511,184.073566741729
2.991,1500,-0.05774863,0.05575824,-0.0218489,184.073566741729
3.002,1500,-0.06174863,0.00175824,-0.0188489,184.073566741729
3.011,1500,0.05725137,-0.03824176,0.0041511,184.073566741729
3.022,1500,-0.13474863,-0.08324176,-0.0038489,184.073566741729
3.031,1500,-0.07674863,-0.10124176,-0.0078489,184.073566741729
3.041,1500,-0.02874863,-0.12224176,-0.0008489,184.073566741729
3.052,1500,-0.04774863,-0.13124176,0.0221511,184.073566741729
3.061,1500,-0.00674863,-0.09224176,0.0001511,184.073566741729
3.071,1500,-0.04674863,-0.11624176,0.0191511,184.073566741729
3.082,1500,0.00825137,-0.11424176,0.0081511,184.073566741729
3.091,1500,-0.01274863,-0.09524176,0.0171511,184.073566741729
3.101,1500,-0.08174863,-0.09624176,-0.0358489,184.073566741729
3.112,1500,-0.05374863,-0.05624176,0.0071511,184.073566741729
3.121,1500,0.03625137,-0.03024176,0.0241511,184.073566741729
3.132,1500,0.04525137,-0.00024176,0.0041511,184.073566741729
3.141,1500,0.01625137,0.04875824,0.0781511,184.073566741729
3.151,1500,-0.07174863,-0.03924176,-0.0298489,184.073566741729
3.162,1500,0.09425137,0.00275824,0.0091511,184.073566741729
3.171,1500,-0.01774863,-0.04224176,0.0081511,184.073566741729
3.181,1500,-0.08274863,0.00275824,0.0151511,184.073566741729
3.192,1500,-0.06574863,0.02175824,0.0041511,184.073566741729
3.201,1500,-0.08174863,-0.00624176,0.0041511,166.363895640281
3.211,1500,0.04925137,0.02275824,0.0001511,166.363895640281
3.222,1500,-0.03974863,0.01275824,0.0171511,166.363895640281
3.231,1500,-0.03874863,-0.01524176,0.0091511,166.363895640281
3.242,1500,-0.09974863,0.02475824,-0.0058489,166.363895640281
3.251,1500,0.01625137,0.02775824,-0.0278489,166.363895640281
3.261,1500,-0.03574863,-0.01024176,-0.0088489,166.363895640281
3.272,1500,0.00125137,0.02975824,0.0011511,166.363895640281
3.281,1500,-0.05474863,0.02775824,0.0141511,166.363895640281
3.291,1500,-0.15174863,-0.06124176,-0.0298489,166.363895640281
3.302,1500,-0.00674863,0.01875824,0.0351511,166.363895640281
3.311,1500,-0.02574863,0.01575824,-0.0188489,166.363895640281
3.321,1500,-0.02274863,-0.00124176,-0.0058489,166.363895640281
3.332,1500,-0.02974863,-0.02124176,-0.0678489,166.363895640281
3.341,1500,0.04425137,0.02175824,-0.0078489,166.363895640281
3.352,1500,-0.04374863,-0.00524176,0.0031511,166.363895640281
3.361,1500,-0.04974863,0.01375824,0.0031511,166.363895640281
3.371,1500,0.04325137,0.00875824,-0.0058489,166.363895640281
3.382,1500,0.06025137,0.01375824,0.0011511,166.363895640281
3.391,1500,0.02825137,0.01075824,0.0121511,166.363895640281
3.401,1500,-0.00674863,0.01275824,0.0041511,166.363895640281
3.412,1500,-0.07374863,0.00475824,-0.0208489,166.363895640281
3.421,1500,-0.00474863,0.01575824,-0.0208489,166.363895640281
3.431,1500,-0.02674863,0.01875824,0.0141511,166.363895640281
3.442,1500,0.14425137,0.08875824,0.1491511,166.363895640281
3.451,1500,-0.07974863,0.02775824,-0.0248489,166.363895640281
3.462,1500,-0.02074863,0.00975824,-0.0098489,166.363895640281
3.472,1500,-0.00974863,0.02875824,0.0091511,166.363895640281
3.481,1500,-0.02774863,0.02475824,-0.0078489,166.363895640281
3.492,1500,-0.00274863,0.01975824,-0.0308489,166.363895640281
3.502,1500,-0.03274863,0.00775824,-0.0198489,166.363895640281
3.511,1500,-0.03474863,0.00375824,0.0041511,166.363895640281
3.522,1500,-0.01974863,0.01775824,0.0011511,166.363895640281
3.531,1500,-0.04474863,0.01575824,-0.0168489,166.363895640281
3.541,1500,-0.00374863,0.05175824,0.0591511,166.363895640281
3.552,1500,0.09325137,-0.00324176,-0.0118489,166.363895640281
3.561,1500,-0.00774863,0.02175824,-0.0798489,166.363895640281
3.572,1500,0.16725137,0.06775824,-0.0188489,166.363895640281
3.582,1500,0.01825137,0.00075824,0.0091511,166.363895640281
3.591,1500,0.14425137,0.05175824,-0.0078489,166.363895640281
3.602,1500,-0.04374863,-0.03524176,-0.0448489,166.363895640281
3.611,1500,-0.20774863,-0.01324176,-0.0308489,166.363895640281
3.621,1500,0.15125137,0.13175824,0.2051511,166.363895640281
3.632,1500,0.08325137,-0.06924176,0.0051511,166.363895640281
3.641,1500,0.12725137,0.03575824,0.0821511,166.363895640281
3.652,1500,-0.17774863,-0.08324176,-0.1188489,166.363895640281
3.662,1500,0.05825137,-0.05624176,-0.0238489,166.363895640281
3.671,1500,-0.06174863,-0.14124176,-0.0798489,166.363895640281
3.682,1500,-0.16374863,-0.07124176,0.1231511,166.363895640281
3.692,1500,0.05825137,-0.09824176,0.0391511,166.363895640281
3.701,1500,-0.04074863,-0.14424176,-0.0208489,166.363895640281
3.712,1500,-0.06174863,-0.16124176,0.0021511,166.363895640281
3.722,1500,0.09225137,-0.06724176,0.0411511,123.04678782868
3.731,1500,-0.05174863,-0.13024176,-0.0938489,123.04678782868
3.742,1500,-0.18274863,-0.11124176,0.0641511,123.04678782868
3.751,1500,-0.02574863,-0.03724176,0.1331511,123.04678782868
3.762,1500,-0.08074863,-0.13424176,-0.1438489,123.04678782868
3.772,1500,-0.04874863,-0.03224176,-0.0098489,123.04678782868
3.781,1500,0.01125137,0.04175824,0.1711511,123.04678782868
3.792,1500,-0.03174863,0.00375824,0.1041511,123.04678782868
3.802,1500,0.04125137,0.06275824,0.1351511,123.04678782868
3.812,1500,-0.06574863,-0.03824176,-0.0528489,123.04678782868
3.822,1500,0.00425137,-0.03424176,-0.0778489,123.04678782868
3.832,1500,0.08525137,0.00775824,-0.0448489,123.04678782868
3.842,1500,-0.00474863,-0.05924176,-0.1328489,123.04678782868
3.852,1500,0.04025137,-0.00624176,-0.0078489,123.04678782868
3.862,1500,-0.07674863,-0.08824176,-0.1858489,123.04678782868
3.872,1500,0.02625137,0.00175824,0.0151511,123.04678782868
3.882,1500,-0.04474863,0.02375824,0.0531511,123.04678782868
3.892,1500,0.12525137,-0.00624176,0.0451511,123.04678782868
3.902,1500,0.00625137,0.04375824,0.1041511,123.04678782868
3.912,1500,0.20525137,0.00975824,0.0521511,123.04678782868
3.922,1500,0.03425137,0.02075824,0.0751511,123.04678782868
3.932,1500,0.12425137,0.00475824,0.0131511,123.04678782868
3.942,1500,-0.04174863,0.01775824,0.0971511,123.04678782868
3.952,1500,0.02725137,0.01575824,0.0041511,123.04678782868
3.962,1500,0.02925137,-0.00824176,-0.0118489,123.04678782868
3.972,1500,-0.08374863,-0.01724176,-0.0008489,123.04678782868
3.982,1500,-0.00974863,-0.00324176,0.0061511,123.04678782868
3.993,1500,-0.08074863,-0.02224176,0.0541511,123.04678782868
4.002,1500,-0.10174863,-0.02824176,0.0251511,123.04678782868
4.012,1500,0.04925137,0.06675824,0.0871511,123.04678782868
4.022,1500,0.02025137,-0.02824176,-0.0318489,123.04678782868
4.032,1500,0.13425137,0.03675824,-0.0288489,123.04678782868
4.042,1500,-0.02374863,-0.05824176,-0.1278489,123.04678782868
4.052,1500,0.02825137,-0.08824176,-0.2078489,123.04678782868
4.062,1500,0.03125137,-0.01224176,-0.0408489,123.04678782868
4.072,1500,-0.17574863,-0.11824176,-0.1608489,123.04678782868
4.083,1500,-0.02874863,0.01775824,0.0531511,123.04678782868
4.093,1500,-0.17074863,-0.07724176,-0.1208489,123.04678782868
4.102,1500,0.06725137,0.02975824,0.0601511,123.04678782868
4.112,1500,-0.21774863,-0.09024176,-0.1068489,123.04678782868
4.122,1500,-0.00174863,-0.00524176,0.0451511,123.04678782868
4.132,1500,0.07125137,0.00675824,0.0671511,123.04678782868
4.142,1500,-0.03374863,-0.00624176,0.0091511,123.04678782868
4.152,1500,0.00025137,0.04275824,0.0981511,123.04678782868
4.162,1500,-0.01674863,-0.01624176,0.0011511,123.04678782868
4.172,1500,0.00925137,-0.02724176,-0.0218489,123.04678782868
4.182,1500,-0.02074863,-0.01824176,-0.0218489,123.04678782868
4.192,1500,-0.01274863,0.00375824,0.0391511,123.04678782868
4.202,1500,0.06325137,-0.00624176,-0.0008489,123.04678782868
4.212,1500,-0.00374863,0.00775824,0.0621511,123.04678782868
4.222,1500,0.09325137,-0.01024176,0.0311511,123.04678782868
4.232,1500,0.02225137,0.01575824,0.0531511,123.04678782868
4.242,1500,0.19425137,0.00775824,-0.0008489,40.0513277947161
4.251,1500,0.02125137,0.00875824,0.0371511,40.0513277947161
4.262,1500,0.15525137,0.01075824,-0.0348489,40.0513277947161
4.272,1500,-0.05274863,-0.03724176,-0.0558489,40.0513277947161
4.282,1500,-0.15974863,-0.05424176,-0.0838489,40.0513277947161
4.292,1500,-0.02674863,-0.03624176,-0.0758489,40.0513277947161
4.301,1500,-0.14774863,-0.06224176,-0.0408489,40.0513277947161
4.312,1500,0.06825137,0.03075824,0.0681511,40.0513277947161
4.321,1500,-0.14674863,-0.06524176,-0.0338489,40.0513277947161
4.332,1500,-0.05374863,0.00075824,0.0781511,40.0513277947161
4.342,1500,0.01525137,0.00475824,0.1071511,40.0513277947161
4.352,1500,-0.06674863,-0.02824176,0.0121511,40.0513277947161
4.362,1500,-0.01174863,0.00875824,0.0601511,40.0513277947161
4.371,1500,0.03425137,0.00175824,0.0121511,40.0513277947161
4.382,1500,0.05125137,0.01575824,0.0611511,40.0513277947161
4.392,1500,0.00525137,-0.01124176,-0.0028489,40.0513277947161
4.402,1500,-0.09074863,-0.07524176,-0.0548489,40.0513277947161
4.413,1500,-0.08374863,-0.03024176,-0.0118489,40.0513277947161
